group,step,hypoglycemia_medical,hypoglycemia_any,amputation,macroalbuminuria,microalbuminuria,blindness,ulcer,mi,stroke,chf,angina,dialysis,egfr_60,egfr_30,revasc,neurop,laser_retina,death,intervention,count_surviving
intervention--0039,20,116,43,6,88,170,89,90,55,38,46,46,13,114,26,99,110,74,336,1,5592
intervention--0039,21,91,56,1,99,161,78,78,54,36,42,37,17,130,26,95,90,76,351,1,5241
intervention--0039,22,81,47,3,84,134,85,93,54,30,40,45,17,114,23,99,79,60,337,1,4904
intervention--0039,23,98,54,11,99,121,74,86,43,31,33,41,12,101,23,86,73,74,341,1,4563
intervention--0039,24,90,41,6,105,117,84,73,33,28,43,45,15,100,21,77,54,73,344,1,4219
intervention--0039,25,112,50,9,103,142,102,89,56,36,47,35,26,106,35,73,54,71,347,1,3872
intervention--0039,26,102,48,1,93,120,97,92,34,27,48,36,22,106,30,98,44,65,372,1,3500
intervention--0039,27,110,47,7,93,108,74,111,49,37,50,32,21,92,37,87,49,60,309,1,3191
intervention--0039,28,103,60,6,93,107,79,80,35,30,48,39,20,81,43,90,34,66,375,1,2816
intervention--0039,29,101,40,6,97,107,65,78,62,37,53,33,20,84,27,88,33,62,326,1,2490
intervention--0039,30,88,52,6,95,104,76,89,47,33,37,29,17,87,26,98,23,74,297,1,2193
intervention--0039,31,108,38,11,103,74,65,82,47,33,46,35,26,80,35,98,22,64,279,1,1914
intervention--0039,32,101,46,6,75,70,70,93,42,38,57,27,21,82,27,87,15,60,256,1,1658
intervention--0039,33,90,52,4,84,76,56,90,46,29,53,27,25,74,36,71,17,60,240,1,1418
intervention--0039,34,97,43,13,88,74,69,72,51,35,52,32,22,77,31,77,13,68,220,1,1198
intervention--0039,35,100,44,8,82,76,67,93,55,44,63,36,21,60,39,75,12,52,199,1,999
intervention--0039,36,91,37,7,91,83,59,82,57,37,43,32,29,74,21,80,11,61,161,1,838
intervention--0039,37,84,47,8,88,51,58,73,44,30,42,31,24,44,35,79,12,54,155,1,683
intervention--0039,38,83,51,5,77,64,66,87,34,30,59,38,22,56,38,78,3,52,136,1,547
intervention--0039,39,68,34,11,81,49,65,75,30,32,55,22,15,57,38,69,6,62,547,1,0
intervention--0011,1,98,23,1,38,201,47,61,70,21,5,48,1,60,13,89,896,85,129,1,9871
intervention--0011,2,110,21,2,42,187,42,53,65,18,1,47,2,70,12,71,783,65,137,1,9734
intervention--0011,3,97,31,2,64,265,60,78,54,22,8,51,5,93,17,103,967,83,135,1,9599
intervention--0011,4,106,30,0,48,236,47,60,65,21,7,58,7,106,10,66,775,69,165,1,9434
intervention--0011,5,101,33,2,79,266,64,74,52,23,15,45,4,111,19,95,744,73,164,1,9270
intervention--0011,6,100,30,0,65,220,84,68,55,28,14,42,10,105,15,121,628,75,172,1,9098
intervention--0011,7,119,34,2,59,261,61,81,48,30,22,39,7,121,17,79,609,80,175,1,8923
intervention--0011,8,125,37,4,75,228,82,89,45,17,18,51,6,124,12,113,526,82,187,1,8736
intervention--0011,9,116,36,2,91,230,67,93,57,26,17,44,9,116,19,99,464,76,219,1,8517
intervention--0011,10,94,35,2,73,221,85,86,50,27,14,38,6,116,16,88,424,69,215,1,8302
intervention--0011,11,104,36,8,78,226,92,99,56,35,36,42,13,108,14,83,306,67,236,1,8066
intervention--0011,12,110,42,5,92,211,92,100,44,23,27,45,19,125,27,108,311,82,258,1,7808
intervention--0011,13,102,44,4,93,220,89,84,51,39,40,53,22,111,23,80,269,64,272,1,7536
intervention--0011,14,111,48,6,71,193,80,84,54,33,36,41,16,117,16,100,245,84,275,1,7261
intervention--0011,15,105,42,6,102,218,76,95,43,27,33,36,17,122,21,81,205,68,264,1,6997
intervention--0011,16,124,46,8,83,183,75,97,54,25,40,37,9,128,24,78,183,77,285,1,6712
intervention--0011,17,95,50,2,97,191,103,85,44,33,44,42,11,97,19,95,146,74,324,1,6388
intervention--0011,18,102,46,8,100,161,108,85,46,42,33,44,22,124,26,91,134,61,357,1,6031
intervention--0011,19,85,41,5,94,168,89,102,47,35,39,43,24,103,22,79,113,75,296,1,5735
intervention--0011,20,106,50,3,100,171,82,90,43,20,43,41,12,90,28,86,89,75,305,1,5430
intervention--0011,21,103,55,8,107,167,84,105,54,29,52,29,10,104,35,98,91,65,333,1,5097
intervention--0011,22,97,46,2,88,135,98,92,48,29,50,44,20,129,18,90,81,64,330,1,4767
intervention--0011,23,98,50,6,100,121,94,76,43,33,42,30,19,107,29,86,73,64,354,1,4413
intervention--0011,24,92,44,7,105,128,75,96,45,31,53,41,16,102,29,89,42,64,384,1,4029
intervention--0011,25,105,55,6,117,134,90,102,36,38,56,45,24,85,23,84,49,70,341,1,3688
intervention--0011,26,102,46,10,90,113,76,91,55,31,52,34,16,103,34,89,37,64,313,1,3375
intervention--0011,27,103,54,8,102,104,79,99,53,41,63,40,21,105,31,84,36,58,349,1,3026
intervention--0011,28,97,42,4,96,91,78,94,54,37,48,39,17,96,22,98,23,67,342,1,2684
intervention--0011,29,85,38,7,94,79,77,85,53,47,43,28,24,110,34,85,21,55,321,1,2363
intervention--0011,30,95,45,4,94,71,76,99,47,30,54,43,17,90,36,85,26,66,297,1,2066
intervention--0011,31,87,56,13,98,68,67,75,48,47,54,23,19,88,28,72,25,58,265,1,1801
intervention--0011,32,113,47,4,85,75,78,105,56,43,47,34,18,72,35,86,16,60,256,1,1545
intervention--0011,33,113,44,4,105,80,65,86,43,38,57,36,19,80,31,89,12,49,221,1,1324
intervention--0011,34,84,58,2,81,53,79,83,45,36,59,34,33,79,36,81,6,62,194,1,1130
intervention--0011,35,105,51,5,96,71,83,65,39,37,63,32,19,75,31,72,9,42,203,1,927
intervention--0011,36,85,33,10,86,40,75,92,55,28,55,36,22,66,45,69,6,49,173,1,754
intervention--0011,37,78,42,5,96,57,69,84,44,32,57,30,11,65,33,79,10,48,130,1,624
intervention--0011,38,101,44,7,64,45,75,82,44,24,43,27,14,57,40,81,6,45,121,1,503
intervention--0011,39,84,50,7,74,59,66,74,46,18,56,26,22,55,33,66,7,42,503,1,0
intervention--0005,1,121,20,1,39,196,54,67,66,19,2,52,4,53,13,77,913,61,131,1,9869
intervention--0005,2,128,23,4,30,212,54,65,75,11,2,44,3,59,12,76,819,66,143,1,9726
intervention--0005,3,103,26,0,50,277,60,77,56,25,9,55,6,105,17,78,861,72,123,1,9603
intervention--0005,4,122,24,4,47,241,60,96,64,30,8,44,4,98,7,89,767,67,136,1,9467
intervention--0005,5,101,37,2,76,244,84,81,57,28,22,50,4,100,25,95,762,89,180,1,9287
intervention--0005,6,97,41,1,67,245,80,98,53,34,15,55,12,107,15,101,726,77,165,1,9122
intervention--0005,7,114,40,2,71,256,86,81,55,35,23,43,9,123,21,108,576,83,182,1,8940
intervention--0005,8,93,46,3,60,271,90,86,61,27,21,49,8,117,14,112,506,85,198,1,8742
intervention--0005,9,108,36,6,85,260,81,92,49,34,21,43,8,111,17,102,488,80,214,1,8528
intervention--0005,10,123,45,3,64,220,90,77,41,42,25,40,10,119,17,86,410,68,231,1,8297
intervention--0005,11,118,39,3,84,223,80,108,56,37,28,55,12,112,11,95,361,72,228,1,8069
intervention--0005,12,106,40,1,83,200,101,94,56,41,36,36,13,120,25,104,300,72,253,1,7816
intervention--0005,13,103,37,4,85,235,102,84,67,29,26,39,11,139,21,83,281,80,249,1,7567
intervention--0005,14,106,55,8,83,188,83,93,45,29,20,52,9,118,21,100,226,65,239,1,7328
intervention--0005,15,96,56,6,117,213,92,84,58,38,38,38,11,116,27,96,203,84,292,1,7036
intervention--0005,16,98,47,8,90,178,86,89,52,33,27,46,11,115,25,87,180,77,298,1,6738
intervention--0005,17,126,49,2,92,185,82,77,61,29,37,39,17,115,26,95,149,62,297,1,6441
intervention--0005,18,116,40,6,106,181,91,77,53,27,39,41,12,118,31,88,129,78,331,1,6110
intervention--0005,19,111,53,6,104,153,104,102,42,25,52,50,18,113,14,100,125,58,358,1,5752
intervention--0005,20,109,49,2,121,159,96,92,50,46,55,39,15,130,17,90,75,63,324,1,5428
intervention--0005,21,88,55,5,92,147,90,80,43,31,50,30,25,115,23,83,82,81,355,1,5073
intervention--0005,22,81,42,4,92,139,74,105,57,33,39,47,22,108,23,95,74,69,373,1,4700
intervention--0005,23,119,50,5,112,141,88,83,51,34,55,51,14,107,29,101,66,75,354,1,4346
intervention--0005,24,91,47,2,102,136,102,91,59,28,49,36,17,99,32,93,58,70,365,1,3981
intervention--0005,25,103,44,12,99,120,68,91,47,32,54,32,22,108,39,90,49,64,345,1,3636
intervention--0005,26,104,45,6,109,110,88,103,55,38,47,38,19,92,26,87,38,72,342,1,3294
intervention--0005,27,88,47,5,92,84,82,85,54,25,59,31,15,105,40,78,34,65,308,1,2986
intervention--0005,28,81,41,8,99,90,83,84,49,35,45,42,17,86,36,93,27,65,326,1,2660
intervention--0005,29,87,56,8,117,103,65,99,45,33,55,39,20,90,40,80,24,61,316,1,2344
intervention--0005,30,125,45,11,90,81,72,90,56,26,61,38,16,97,41,93,19,69,285,1,2059
intervention--0005,31,91,51,9,106,77,64,80,50,35,56,24,23,90,28,83,11,72,267,1,1792
intervention--0005,32,93,47,13,110,84,48,91,51,37,47,37,23,81,33,75,19,60,273,1,1519
intervention--0005,33,92,49,8,90,71,78,101,54,35,49,30,33,70,48,87,9,59,211,1,1308
intervention--0005,34,98,62,6,97,64,68,101,40,34,58,32,20,67,40,78,15,52,185,1,1123
intervention--0005,35,100,57,10,83,60,64,76,56,37,56,27,27,49,39,79,7,58,204,1,919
intervention--0005,36,98,54,9,80,58,82,86,48,30,55,25,30,68,33,89,6,50,169,1,750
intervention--0005,37,73,48,9,92,47,72,79,42,32,45,22,21,68,30,95,9,49,146,1,604
intervention--0005,38,86,46,7,69,50,62,70,42,35,59,37,20,60,29,69,8,50,115,1,489
intervention--0005,39,89,48,8,87,51,66,65,40,41,53,28,29,40,39,83,4,47,489,1,0
intervention--0029,1,130,18,4,46,276,52,69,69,30,3,69,1,55,10,99,1037,112,165,1,9835
intervention--0029,2,128,34,0,63,282,56,63,63,33,6,62,2,52,7,84,847,96,152,1,9683
intervention--0029,3,146,33,5,61,307,63,87,65,27,12,57,4,96,13,119,920,83,182,1,9501
intervention--0029,4,128,44,1,66,292,92,71,71,31,8,59,5,97,10,127,864,113,161,1,9340
intervention--0029,5,125,37,2,80,292,91,88,68,39,19,50,4,115,26,97,770,82,180,1,9160
intervention--0029,6,159,46,7,68,273,89,83,58,33,18,58,6,92,11,110,650,92,169,1,8991
intervention--0029,7,125,38,3,98,286,65,103,65,32,13,61,15,121,9,118,581,88,190,1,8801
intervention--0029,8,125,52,3,83,268,89,89,49,34,23,55,5,112,16,114,514,85,223,1,8578
intervention--0029,9,116,50,4,92,246,84,100,61,30,30,38,15,127,17,128,454,73,202,1,8376
intervention--0029,10,122,44,6,78,244,79,105,67,31,26,45,17,132,14,93,393,99,245,1,8131
intervention--0029,11,106,40,5,94,258,107,94,57,35,40,53,10,121,20,109,308,82,226,1,7905
intervention--0029,12,112,47,5,106,228,97,102,65,38,32,48,9,129,18,113,270,91,268,1,7637
intervention--0029,13,96,55,10,93,207,91,82,73,31,32,50,12,115,25,115,242,71,273,1,7364
intervention--0029,14,101,43,4,97,197,94,81,57,36,27,39,12,109,22,119,222,76,295,1,7069
intervention--0029,15,109,46,4,102,215,99,125,43,30,35,41,12,118,32,97,201,70,282,1,6787
intervention--0029,16,124,47,3,97,171,78,83,48,35,32,46,13,134,33,109,136,84,306,1,6481
intervention--0029,17,108,55,8,113,194,82,102,51,36,35,52,16,138,28,119,133,73,305,1,6176
intervention--0029,18,109,51,4,107,165,61,106,61,48,47,44,14,113,23,104,105,71,303,1,5873
intervention--0029,19,105,54,4,107,149,78,94,52,35,50,46,20,117,25,111,100,76,327,1,5546
intervention--0029,20,110,34,7,114,154,100,110,58,44,53,45,24,129,17,116,112,56,345,1,5201
intervention--0029,21,137,54,6,98,129,91,87,61,32,49,43,18,119,30,100,84,65,325,1,4876
intervention--0029,22,115,56,13,104,123,80,86,55,34,56,39,15,110,28,100,63,71,359,1,4517
intervention--0029,23,115,47,8,151,110,79,85,78,30,57,48,17,111,29,90,52,66,335,1,4182
intervention--0029,24,116,51,8,110,123,97,86,56,37,48,52,18,91,35,103,53,68,386,1,3796
intervention--0029,25,125,48,7,114,114,78,89,45,32,67,41,20,118,28,91,42,68,354,1,3442
intervention--0029,26,82,61,9,106,83,74,98,55,33,67,38,30,91,43,78,42,65,318,1,3124
intervention--0029,27,100,43,4,94,97,69,106,54,42,63,52,15,78,24,114,41,60,332,1,2792
intervention--0029,28,109,55,7,99,84,73,101,50,34,63,26,24,111,35,111,23,69,319,1,2473
intervention--0029,29,105,51,10,89,92,64,89,49,34,53,26,19,93,36,95,23,47,334,1,2139
intervention--0029,30,95,48,6,99,79,70,99,39,40,59,47,17,80,34,68,25,61,266,1,1873
intervention--0029,31,91,52,12,111,68,80,80,55,31,62,37,15,77,36,89,11,73,256,1,1617
intervention--0029,32,110,52,9,107,66,66,73,52,26,61,33,22,81,36,80,12,56,240,1,1377
intervention--0029,33,83,45,11,107,70,82,74,50,31,52,21,23,64,29,85,12,57,207,1,1170
intervention--0029,34,98,46,14,93,55,68,79,45,36,58,19,23,65,33,71,12,55,208,1,962
intervention--0029,35,88,38,11,106,41,58,73,44,42,55,34,21,68,36,91,13,54,179,1,783
intervention--0029,36,91,40,6,62,45,68,71,56,40,63,24,23,65,30,91,8,51,123,1,660
intervention--0029,37,85,53,15,98,41,65,76,45,35,68,28,31,69,48,70,4,62,121,1,539
intervention--0029,38,96,55,8,86,41,54,85,43,44,53,22,27,51,39,81,7,49,122,1,417
intervention--0029,39,97,48,11,75,50,60,75,54,37,43,28,23,45,37,62,4,47,417,1,0
intervention--0001,1,126,29,2,47,254,34,65,48,28,5,60,4,45,14,86,944,90,140,1,9860
intervention--0001,2,132,28,1,41,225,66,68,79,27,6,64,1,48,12,89,774,91,129,1,9731
intervention--0001,3,105,30,3,60,300,73,86,62,23,14,45,8,99,10,118,919,74,162,1,9569
intervention--0001,4,113,38,3,60,296,75,77,57,34,4,47,0,94,12,119,884,89,154,1,9415
intervention--0001,5,110,39,2,49,293,87,93,57,33,17,60,10,105,18,114,800,95,166,1,9249
intervention--0001,6,110,27,6,54,251,85,97,50,32,14,60,8,127,15,123,621,69,204,1,9045
intervention--0001,7,133,39,4,86,268,65,84,65,25,13,51,11,132,15,94,592,82,179,1,8866
intervention--0001,8,106,48,3,70,292,92,81,68,33,23,44,6,105,22,115,517,69,217,1,8649
intervention--0001,9,134,57,3,91,239,80,92,51,40,24,64,9,141,18,97,446,78,209,1,8440
intervention--0001,10,131,37,3,85,240,94,92,57,28,33,58,9,122,19,99,397,90,190,1,8250
intervention--0001,11,124,50,4,89,248,84,93,54,34,32,38,12,120,18,102,340,83,217,1,8033
intervention--0001,12,118,45,2,68,224,93,85,64,39,22,59,12,151,19,86,290,67,230,1,7803
intervention--0001,13,105,48,3,96,214,97,82,55,28,35,42,13,138,31,104,240,85,262,1,7541
intervention--0001,14,95,46,5,91,177,85,97,54,29,37,55,16,124,12,88,244,80,274,1,7267
intervention--0001,15,104,45,8,96,214,82,79,64,40,37,63,19,125,27,94,183,53,293,1,6974
intervention--0001,16,98,46,1,96,171,102,113,57,26,47,48,15,114,20,95,180,90,296,1,6678
intervention--0001,17,112,46,3,111,169,88,93,49,36,51,50,16,133,23,104,139,76,326,1,6352
intervention--0001,18,108,37,5,112,172,92,88,48,34,30,43,23,130,28,94,141,75,348,1,6004
intervention--0001,19,105,53,3,129,165,95,92,56,32,49,50,19,117,29,102,104,72,347,1,5657
intervention--0001,20,117,43,7,96,160,103,90,66,37,46,30,18,116,28,107,96,79,333,1,5324
intervention--0001,21,87,46,4,118,118,72,99,65,32,49,44,28,115,30,111,87,74,334,1,4990
intervention--0001,22,108,56,9,111,131,94,88,50,45,35,39,17,91,21,98,75,83,351,1,4639
intervention--0001,23,102,46,5,125,128,84,97,54,36,66,39,19,104,31,75,56,51,352,1,4287
intervention--0001,24,95,70,6,90,111,93,91,49,25,54,37,21,92,29,91,50,67,363,1,3924
intervention--0001,25,96,62,8,111,116,94,86,53,36,62,31,21,94,23,98,58,66,352,1,3572
intervention--0001,26,94,45,6,94,98,83,87,53,29,58,29,20,78,30,90,39,81,357,1,3215
intervention--0001,27,108,47,3,119,94,75,87,58,38,44,40,23,93,31,109,29,64,354,1,2861
intervention--0001,28,96,54,9,112,75,86,97,52,31,52,32,22,89,32,91,28,63,302,1,2559
intervention--0001,29,108,43,15,109,108,79,99,57,29,53,41,14,88,36,96,19,56,274,1,2285
intervention--0001,30,96,51,6,101,74,58,80,51,28,45,37,18,96,39,110,20,63,296,1,1989
intervention--0001,31,111,53,10,121,64,70,75,69,43,54,30,20,92,36,92,13,52,266,1,1723
intervention--0001,32,86,61,14,108,66,78,84,45,38,57,35,18,82,36,79,18,59,269,1,1454
intervention--0001,33,93,45,9,102,60,77,75,40,41,69,31,18,73,35,74,10,62,211,1,1243
intervention--0001,34,82,52,8,89,49,64,73,43,39,64,29,26,82,37,95,7,51,198,1,1045
intervention--0001,35,85,57,7,88,62,62,88,27,39,64,36,19,69,34,80,12,65,180,1,865
intervention--0001,36,67,51,7,104,47,64,85,46,34,61,39,21,61,45,95,7,57,169,1,696
intervention--0001,37,98,48,11,86,40,58,78,47,20,70,29,27,55,32,75,6,53,137,1,559
intervention--0001,38,99,50,10,92,49,62,78,45,32,51,29,33,70,42,100,9,61,108,1,451
intervention--0001,39,85,46,8,79,50,65,70,43,42,55,25,19,46,31,79,6,45,451,1,0
intervention--0015,1,91,8,0,40,162,54,57,61,21,2,37,4,51,15,80,800,53,113,1,9887
intervention--0015,2,112,10,2,24,166,50,67,50,14,0,39,0,46,4,69,720,65,93,1,9794
intervention--0015,3,87,26,3,35,226,78,63,57,20,8,43,6,76,11,105,871,59,124,1,9670
intervention--0015,4,105,26,1,51,205,72,65,53,26,10,50,6,80,17,96,759,63,119,1,9551
intervention--0015,5,110,41,1,62,237,79,79,63,24,7,42,7,131,6,79,748,71,151,1,9400
intervention--0015,6,87,41,1,56,204,59,75,56,19,11,50,5,85,12,74,660,84,142,1,9258
intervention--0015,7,93,33,2,68,228,69,75,55,29,15,44,12,116,15,88,619,67,201,1,9057
intervention--0015,8,93,34,2,64,195,85,79,49,26,14,55,8,121,19,89,547,58,171,1,8886
intervention--0015,9,101,44,3,43,226,84,94,50,21,12,47,5,120,15,95,495,57,202,1,8684
intervention--0015,10,111,38,2,70,231,79,80,41,26,16,42,9,99,20,86,397,64,204,1,8480
intervention--0015,11,106,43,4,63,223,93,88,45,34,22,48,8,114,17,92,364,59,213,1,8267
intervention--0015,12,101,34,3,63,231,83,86,49,26,30,38,16,122,28,90,334,74,257,1,8010
intervention--0015,13,110,41,4,63,223,99,96,50,21,40,46,11,120,26,73,266,71,246,1,7764
intervention--0015,14,90,45,1,75,199,98,78,42,35,26,47,11,125,16,82,234,68,244,1,7520
intervention--0015,15,97,39,4,83,206,67,99,57,34,27,33,12,117,27,108,227,66,288,1,7232
intervention--0015,16,101,53,2,84,190,85,94,55,31,38,46,10,125,24,108,156,78,284,1,6948
intervention--0015,17,92,44,3,91,169,87,101,53,19,35,38,17,136,28,90,146,68,320,1,6628
intervention--0015,18,111,42,1,95,187,88,92,49,25,40,55,13,97,20,88,151,70,290,1,6338
intervention--0015,19,101,54,5,99,182,93,81,47,23,37,43,22,118,25,85,116,77,334,1,6004
intervention--0015,20,115,40,1,100,157,105,92,53,34,35,39,14,105,24,86,125,74,330,1,5674
intervention--0015,21,101,55,6,102,140,100,97,33,36,46,39,21,112,29,70,107,53,346,1,5328
intervention--0015,22,102,57,4,100,144,86,84,51,31,42,49,17,132,23,78,102,60,363,1,4965
intervention--0015,23,97,38,2,85,145,89,91,49,32,38,25,23,109,24,82,76,66,353,1,4612
intervention--0015,24,96,50,4,105,132,74,96,39,38,43,40,30,98,34,89,67,63,330,1,4282
intervention--0015,25,99,50,5,105,133,83,77,47,29,69,40,16,109,34,87,60,76,362,1,3920
intervention--0015,26,92,53,10,94,119,80,105,45,33,45,32,18,108,31,82,54,64,380,1,3540
intervention--0015,27,91,41,9,105,109,86,86,55,43,50,33,19,97,23,92,36,78,347,1,3193
intervention--0015,28,84,54,11,114,112,67,81,49,33,57,31,27,88,31,84,28,66,329,1,2864
intervention--0015,29,88,40,6,99,114,75,112,35,28,59,34,22,71,38,85,35,86,341,1,2523
intervention--0015,30,95,44,3,84,101,78,80,43,35,58,34,21,68,27,80,23,55,316,1,2207
intervention--0015,31,98,42,8,108,85,87,76,37,34,49,25,23,88,48,84,21,57,314,1,1893
intervention--0015,32,91,42,12,101,89,80,86,51,36,56,32,23,66,27,82,26,59,267,1,1626
intervention--0015,33,91,48,7,93,79,68,89,52,36,59,35,22,73,35,70,16,62,245,1,1381
intervention--0015,34,82,62,3,89,87,74,89,40,36,55,32,11,86,45,76,20,54,200,1,1181
intervention--0015,35,93,47,4,98,78,74,81,47,33,56,36,19,75,42,83,20,47,208,1,973
intervention--0015,36,100,41,7,74,64,63,88,47,28,36,38,24,65,36,67,11,53,171,1,802
intervention--0015,37,89,53,6,97,60,66,78,45,43,63,28,31,63,34,90,3,61,149,1,653
intervention--0015,38,105,45,12,80,49,65,62,38,31,47,29,16,67,33,78,5,45,118,1,535
intervention--0015,39,81,55,7,89,38,56,76,38,34,58,23,22,51,29,72,5,57,535,1,0
non-intervention--0095,1,135,32,3,62,350,65,56,65,22,6,56,7,68,6,113,1075,111,165,0,9835
non-intervention--0095,2,148,23,2,72,329,76,74,86,33,4,54,4,74,12,112,895,110,166,0,9669
non-intervention--0095,3,140,34,7,84,349,86,77,69,30,9,73,1,110,9,131,990,99,165,0,9504
non-intervention--0095,4,135,35,5,73,344,86,90,74,31,9,53,6,102,16,132,853,103,188,0,9316
non-intervention--0095,5,118,51,6,78,358,87,90,78,46,19,65,9,116,10,116,761,99,202,0,9114
non-intervention--0095,6,143,41,3,91,316,99,90,61,38,15,51,7,105,18,119,646,101,210,0,8904
non-intervention--0095,7,123,47,4,91,305,97,95,58,46,30,68,6,114,21,119,593,111,194,0,8710
non-intervention--0095,8,154,42,4,95,295,87,99,64,41,28,63,12,128,9,106,506,105,224,0,8486
non-intervention--0095,9,151,40,6,120,253,86,90,56,27,33,54,11,141,16,107,443,82,218,0,8268
non-intervention--0095,10,112,51,5,99,288,76,72,65,44,27,63,10,127,23,107,374,73,235,0,8033
non-intervention--0095,11,111,45,3,116,236,96,104,65,35,34,74,14,145,33,133,312,79,203,0,7830
non-intervention--0095,12,124,50,6,123,236,73,97,64,41,36,59,13,140,15,127,277,81,262,0,7568
non-intervention--0095,13,120,51,8,100,228,84,108,55,37,37,61,19,139,26,102,209,70,273,0,7295
non-intervention--0095,14,121,54,10,121,187,94,96,55,35,54,49,11,158,29,123,233,74,298,0,6997
non-intervention--0095,15,110,49,10,117,196,86,90,38,39,55,44,12,125,28,86,185,85,304,0,6693
non-intervention--0095,16,95,50,6,102,180,82,99,45,36,53,46,11,115,29,119,157,98,303,0,6390
non-intervention--0095,17,120,45,9,112,165,102,104,57,35,61,30,24,121,24,100,114,81,324,0,6066
non-intervention--0095,18,114,42,7,115,172,96,100,64,29,47,53,23,131,22,107,123,91,345,0,5721
non-intervention--0095,19,109,59,8,115,135,80,91,66,39,53,49,12,114,29,114,94,62,345,0,5376
non-intervention--0095,20,121,58,12,114,125,76,77,53,39,59,52,17,116,35,122,78,73,336,0,5040
non-intervention--0095,21,90,53,9,115,129,75,93,44,36,51,51,20,116,37,96,80,68,355,0,4685
non-intervention--0095,22,97,42,7,111,104,86,99,53,37,52,50,23,113,39,102,59,77,372,0,4313
non-intervention--0095,23,119,40,6,125,98,97,82,52,28,55,34,13,97,37,106,57,57,343,0,3970
non-intervention--0095,24,96,50,13,108,105,100,91,67,31,53,56,23,96,36,101,50,69,346,0,3624
non-intervention--0095,25,105,56,11,111,91,91,93,53,26,53,37,26,129,34,105,36,80,336,0,3288
non-intervention--0095,26,109,41,13,91,85,86,90,49,24,61,30,23,100,29,96,37,77,320,0,2968
non-intervention--0095,27,101,50,10,122,81,98,97,50,36,69,39,19,91,41,113,30,58,314,0,2654
non-intervention--0095,28,122,41,3,119,79,75,88,48,26,49,31,22,83,44,93,27,55,296,0,2358
non-intervention--0095,29,122,49,8,121,60,93,98,52,35,61,40,18,92,44,96,13,70,325,0,2033
non-intervention--0095,30,109,62,6,106,63,100,90,55,37,53,33,22,79,30,83,14,69,267,0,1766
non-intervention--0095,31,81,44,9,97,53,66,73,49,35,66,23,26,77,50,98,12,56,256,0,1510
non-intervention--0095,32,89,52,5,105,51,78,91,50,30,59,34,26,66,49,80,14,45,216,0,1294
non-intervention--0095,33,86,58,7,97,47,58,83,52,23,61,29,17,54,37,73,18,60,222,0,1072
non-intervention--0095,34,105,57,5,103,57,71,81,48,38,71,34,23,88,41,86,8,65,187,0,885
non-intervention--0095,35,84,42,6,91,53,72,57,38,29,74,27,27,72,35,77,9,54,161,0,724
non-intervention--0095,36,84,43,10,96,46,62,94,39,44,55,30,29,58,40,72,8,53,136,0,588
non-intervention--0095,37,77,46,5,87,34,53,70,48,34,68,26,10,53,40,94,6,55,113,0,475
non-intervention--0095,38,80,49,11,86,30,72,84,35,38,50,30,23,56,31,77,10,47,96,0,379
non-intervention--0095,39,88,51,12,101,30,58,77,61,31,65,17,26,37,27,65,3,45,379,0,0
non-intervention--0081,1,151,18,4,67,353,61,70,85,32,8,70,4,63,20,121,1029,103,185,0,9815
non-intervention--0081,2,147,34,2,42,313,69,81,65,28,5,62,5,66,16,113,878,101,162,0,9653
non-intervention--0081,3,155,37,4,76,374,64,87,69,35,14,70,1,109,13,119,995,97,183,0,9470
non-intervention--0081,4,153,40,6,72,346,61,92,74,36,14,60,9,108,13,140,897,108,168,0,9302
non-intervention--0081,5,110,34,5,65,336,81,107,59,35,19,64,12,135,9,126,762,97,205,0,9097
non-intervention--0081,6,133,35,5,99,302,73,86,66,26,24,71,8,99,12,122,695,96,199,0,8898
non-intervention--0081,7,123,44,7,110,304,97,88,61,37,20,43,14,120,24,113,642,99,235,0,8663
non-intervention--0081,8,115,41,4,88,271,83,107,77,31,22,44,7,125,16,125,504,82,208,0,8455
non-intervention--0081,9,132,33,2,126,242,91,106,60,33,32,48,10,134,22,100,447,90,221,0,8234
non-intervention--0081,10,127,52,13,107,223,77,79,70,39,31,80,11,126,15,100,387,109,232,0,8002
non-intervention--0081,11,113,46,3,112,231,98,106,72,24,25,50,16,116,15,110,337,68,244,0,7758
non-intervention--0081,12,116,45,6,117,239,110,97,52,28,35,46,21,123,18,119,251,86,256,0,7502
non-intervention--0081,13,131,50,9,109,204,107,86,47,31,49,47,19,126,26,117,227,83,278,0,7224
non-intervention--0081,14,112,59,7,123,186,82,93,71,35,40,41,18,120,21,102,195,80,290,0,6934
non-intervention--0081,15,116,57,3,113,203,95,97,48,31,46,57,10,142,22,96,188,89,309,0,6625
non-intervention--0081,16,124,40,5,114,154,105,109,46,54,51,41,19,116,26,104,139,81,290,0,6335
non-intervention--0081,17,105,57,6,119,152,92,99,46,37,54,49,23,137,33,95,136,73,322,0,6013
non-intervention--0081,18,100,53,7,93,138,107,81,68,40,44,43,18,116,29,89,105,74,311,0,5702
non-intervention--0081,19,114,52,8,120,147,81,95,47,38,62,44,11,120,25,119,97,79,328,0,5374
non-intervention--0081,20,91,49,8,123,117,91,87,56,39,43,37,24,113,39,92,75,66,327,0,5047
non-intervention--0081,21,110,54,4,125,114,89,80,60,41,66,33,16,98,34,100,56,61,348,0,4699
non-intervention--0081,22,121,62,16,129,122,74,97,46,33,48,45,18,102,20,95,47,63,329,0,4370
