group,step,hypoglycemia_medical,hypoglycemia_any,amputation,macroalbuminuria,microalbuminuria,blindness,ulcer,mi,stroke,chf,angina,dialysis,egfr_60,egfr_30,revasc,neurop,laser_retina,death,intervention,count_surviving
intervention--0013,1,104,18,1,37,192,55,49,71,16,5,45,2,43,15,53,772,55,89,1,9911
intervention--0013,2,99,14,0,30,153,54,60,64,23,4,57,5,68,9,68,756,68,118,1,9793
intervention--0013,3,92,29,1,46,238,69,82,56,26,12,48,3,93,13,99,863,60,151,1,9642
intervention--0013,4,105,25,2,47,206,76,70,55,11,9,48,4,82,11,95,822,72,157,1,9485
intervention--0013,5,95,31,2,51,243,80,82,56,24,17,53,4,107,6,84,771,65,157,1,9328
intervention--0013,6,103,24,4,54,214,87,85,58,22,15,41,3,108,20,92,704,62,172,1,9156
intervention--0013,7,99,33,3,58,244,89,74,45,31,16,36,6,130,22,94,630,63,171,1,8985
intervention--0013,8,89,44,4,59,228,76,87,42,23,14,43,10,132,17,98,498,69,184,1,8801
intervention--0013,9,96,42,0,61,212,78,70,44,27,27,36,11,112,15,97,469,68,187,1,8614
intervention--0013,10,109,30,3,78,216,96,89,49,32,25,50,6,140,13,86,422,65,216,1,8398
intervention--0013,11,93,42,2,89,223,95,83,56,28,28,39,19,108,29,91,376,82,256,1,8142
intervention--0013,12,110,38,2,86,220,89,77,63,40,28,41,13,111,12,93,313,77,235,1,7907
intervention--0013,13,110,28,2,80,216,80,93,50,29,33,38,14,126,16,88,268,61,249,1,7658
intervention--0013,14,93,42,2,76,202,101,94,45,23,31,54,7,135,21,80,218,71,274,1,7384
intervention--0013,15,109,55,3,82,217,87,87,54,29,31,38,16,116,25,88,213,84,273,1,7111
intervention--0013,16,126,44,3,83,225,83,99,52,31,26,45,18,125,26,92,178,64,304,1,6807
intervention--0013,17,89,42,4,93,152,89,84,49,39,42,47,18,111,32,103,140,62,277,1,6530
intervention--0013,18,126,50,5,91,162,75,98,54,37,44,40,18,120,23,85,145,67,298,1,6232
intervention--0013,19,133,53,7,92,177,77,90,49,31,48,46,13,115,22,96,113,73,337,1,5895
intervention--0013,20,110,52,4,87,141,76,81,49,35,48,37,11,100,28,92,93,64,355,1,5540
intervention--0013,21,116,55,8,93,165,95,102,58,36,42,57,12,115,30,70,79,82,383,1,5157
intervention--0013,22,87,59,6,102,167,75,103,39,36,56,41,25,119,36,107,72,73,345,1,4812
intervention--0013,23,101,36,5,113,137,76,101,41,33,52,37,20,112,22,83,78,80,335,1,4477
intervention--0013,24,107,54,5,80,126,69,113,47,51,49,34,12,99,29,72,67,62,365,1,4112
intervention--0013,25,89,50,9,99,120,84,89,39,32,45,32,29,94,37,89,44,56,352,1,3760
intervention--0013,26,102,55,2,108,104,74,85,47,32,57,43,21,102,27,100,51,58,341,1,3419
intervention--0013,27,91,46,5,118,121,87,90,44,41,54,40,21,106,26,88,37,48,355,1,3064
intervention--0013,28,106,57,7,100,107,70,85,54,31,51,30,19,96,31,83,31,65,357,1,2707
intervention--0013,29,110,51,5,99,96,103,93,41,25,50,39,19,77,38,85,29,52,309,1,2398
intervention--0013,30,111,60,4,89,88,68,87,42,29,56,43,16,88,17,88,19,63,315,1,2083
intervention--0013,31,101,49,6,109,76,87,108,41,42,40,26,20,81,31,97,21,63,263,1,1820
intervention--0013,32,94,58,7,81,85,61,91,58,29,47,32,17,85,21,82,16,71,244,1,1576
intervention--0013,33,100,45,5,86,81,75,70,41,32,58,37,20,60,31,77,8,71,242,1,1334
intervention--0013,34,105,54,7,81,71,68,85,50,39,51,32,23,81,33,87,15,68,191,1,1143
intervention--0013,35,85,44,9,88,66,68,74,47,34,55,32,18,63,43,80,17,53,193,1,950
intervention--0013,36,93,48,10,113,76,77,101,49,36,32,39,23,63,49,84,11,51,160,1,790
intervention--0013,37,83,51,8,93,57,60,79,52,25,64,28,24,70,43,63,15,45,154,1,636
intervention--0013,38,96,38,8,64,51,79,72,44,30,51,36,20,67,35,83,12,44,110,1,526
intervention--0013,39,85,53,2,72,44,57,76,39,31,46,26,19,61,34,73,7,48,526,1,0
intervention--0007,1,129,25,0,54,200,49,69,47,22,3,47,2,62,9,91,888,75,116,1,9884
intervention--0007,2,107,20,1,36,238,59,52,71,26,6,64,1,63,13,81,798,72,133,1,9751
intervention--0007,3,124,27,2,44,259,71,75,60,28,7,47,11,108,12,103,931,82,129,1,9622
intervention--0007,4,123,38,2,43,258,48,76,53,32,11,47,5,107,7,104,818,76,147,1,9475
intervention--0007,5,110,39,1,52,256,63,77,51,31,12,46,12,102,18,99,732,88,173,1,9302
intervention--0007,6,115,34,2,75,243,73,67,62,24,16,51,6,116,15,104,636,66,146,1,9156
intervention--0007,7,110,46,3,61,248,75,81,50,31,20,44,15,105,13,96,557,64,176,1,8980
intervention--0007,8,95,31,6,64,261,73,77,54,22,19,57,9,113,18,113,519,86,193,1,8787
intervention--0007,9,106,42,2,77,257,95,82,55,36,34,50,10,123,21,96,491,60,223,1,8564
intervention--0007,10,119,40,2,88,235,89,88,62,39,29,48,11,117,16,99,390,69,232,1,8332
intervention--0007,11,116,42,7,95,244,98,82,48,35,31,36,7,133,21,93,350,89,262,1,8070
intervention--0007,12,118,53,5,89,209,105,84,48,25,27,32,18,145,21,91,273,88,240,1,7830
intervention--0007,13,110,66,2,81,214,92,86,54,45,37,46,13,135,23,100,278,99,266,1,7564
intervention--0007,14,101,57,1,83,204,90,99,56,30,37,47,11,113,22,114,233,65,287,1,7277
intervention--0007,15,118,38,7,94,207,85,98,48,50,41,46,13,140,18,104,226,82,282,1,6995
intervention--0007,16,96,51,4,99,181,78,98,48,35,45,57,20,135,25,86,173,71,291,1,6704
intervention--0007,17,113,43,6,120,167,78,96,52,38,38,43,11,112,28,90,138,87,336,1,6368
intervention--0007,18,121,48,7,104,174,84,84,46,33,48,52,12,121,26,91,145,80,311,1,6057
intervention--0007,19,108,53,8,106,167,96,96,54,33,46,40,18,112,23,102,112,78,342,1,5715
intervention--0007,20,107,39,4,105,151,83,119,40,32,52,50,18,108,25,105,97,80,354,1,5361
intervention--0007,21,110,57,9,106,146,88,95,56,37,65,50,20,111,26,96,107,69,333,1,5028
intervention--0007,22,108,58,13,96,128,90,104,55,36,54,62,16,110,39,104,65,67,313,1,4715
intervention--0007,23,100,54,6,114,129,80,92,48,34,53,43,14,106,30,92,71,77,355,1,4360
intervention--0007,24,95,46,7,106,124,75,109,54,30,45,41,28,117,32,95,59,67,359,1,4001
intervention--0007,25,109,45,6,119,105,73,79,45,39,49,48,21,103,29,76,52,75,370,1,3631
intervention--0007,26,117,31,9,95,112,85,93,64,31,47,44,24,85,34,78,51,72,334,1,3297
intervention--0007,27,96,41,6,103,107,89,102,51,32,48,29,19,91,31,101,38,76,362,1,2935
intervention--0007,28,107,47,5,91,103,101,109,48,35,56,42,21,83,36,83,38,54,324,1,2611
intervention--0007,29,87,54,4,108,100,88,80,41,34,51,37,18,91,38,84,28,52,285,1,2326
intervention--0007,30,93,56,12,95,86,74,99,56,37,63,32,20,71,40,76,31,58,304,1,2022
intervention--0007,31,123,43,7,99,74,76,96,46,25,60,28,17,81,40,101,15,53,259,1,1763
intervention--0007,32,85,44,7,95,86,58,77,54,29,57,36,22,78,39,91,13,47,253,1,1510
intervention--0007,33,89,35,4,97,77,67,90,43,26,55,37,16,81,36,81,14,58,213,1,1297
intervention--0007,34,85,38,7,97,67,69,76,51,29,57,30,20,79,41,84,17,68,213,1,1084
intervention--0007,35,91,36,15,82,48,72,80,39,44,52,27,25,53,43,83,13,40,200,1,884
intervention--0007,36,76,49,4,78,52,53,79,48,31,69,20,20,66,33,74,7,53,172,1,712
intervention--0007,37,93,43,6,81,56,70,64,49,44,57,29,17,66,43,90,10,52,113,1,599
intervention--0007,38,87,45,10,94,47,63,81,36,28,50,35,19,49,29,71,4,44,118,1,481
intervention--0007,39,97,46,5,86,44,61,71,48,32,54,22,17,49,25,86,10,52,481,1,0
non-intervention--0087,1,146,27,5,42,315,64,70,83,22,5,60,6,63,9,98,986,99,172,0,9828
non-intervention--0087,2,156,38,2,59,312,59,74,78,18,10,69,1,59,6,104,920,93,142,0,9686
non-intervention--0087,3,157,33,9,81,387,85,89,83,27,7,52,5,93,17,124,1006,114,163,0,9523
non-intervention--0087,4,168,36,5,70,368,73,88,73,34,10,58,7,96,21,116,871,109,180,0,9343
non-intervention--0087,5,135,31,6,86,359,79,86,70,38,14,72,13,144,19,121,802,106,210,0,9133
non-intervention--0087,6,115,38,4,91,342,64,97,71,35,17,47,11,132,20,126,678,109,219,0,8914
non-intervention--0087,7,131,50,10,102,306,86,101,67,25,27,55,6,124,15,114,542,86,190,0,8724
non-intervention--0087,8,114,39,6,94,266,80,107,61,39,17,63,5,103,24,135,552,80,234,0,8490
non-intervention--0087,9,132,38,9,105,278,112,112,62,38,26,75,8,121,25,121,449,88,220,0,8270
non-intervention--0087,10,124,36,5,98,255,83,96,60,26,28,49,12,124,14,123,390,94,247,0,8023
non-intervention--0087,11,119,30,6,113,240,98,104,45,28,32,44,14,124,17,130,330,75,279,0,7744
non-intervention--0087,12,126,43,4,111,221,71,122,63,26,39,49,14,134,18,112,270,88,275,0,7469
non-intervention--0087,13,109,44,7,129,219,88,93,63,35,30,55,10,131,24,110,249,79,296,0,7173
non-intervention--0087,14,107,49,7,127,191,90,102,69,34,35,40,16,131,15,117,187,93,280,0,6893
non-intervention--0087,15,126,50,7,105,173,100,102,64,30,38,42,18,125,21,120,161,77,317,0,6576
non-intervention--0087,16,124,50,9,113,167,105,94,52,38,51,60,23,132,24,94,156,74,320,0,6256
non-intervention--0087,17,98,45,6,134,176,97,87,54,44,47,38,17,140,27,107,122,72,301,0,5955
non-intervention--0087,18,117,62,9,126,157,79,92,65,39,37,46,16,121,20,114,107,83,290,0,5665
non-intervention--0087,19,102,56,3,119,126,96,92,58,46,48,35,16,128,25,117,95,72,321,0,5344
non-intervention--0087,20,114,53,6,138,145,97,100,53,40,40,42,17,124,26,98,73,78,344,0,5000
non-intervention--0087,21,101,56,8,135,120,87,92,61,32,55,48,27,122,24,110,57,75,355,0,4645
non-intervention--0087,22,112,49,9,91,102,88,101,53,36,53,38,22,101,29,107,58,77,355,0,4290
non-intervention--0087,23,103,46,3,118,93,76,88,54,32,52,44,28,103,34,95,52,62,318,0,3972
non-intervention--0087,24,110,55,7,128,103,87,96,58,25,54,38,21,102,30,94,50,66,314,0,3658
non-intervention--0087,25,109,65,7,113,106,101,91,45,33,42,34,22,111,35,80,39,54,328,0,3330
non-intervention--0087,26,113,50,11,114,101,83,88,54,34,68,51,17,88,33,90,44,68,300,0,3030
non-intervention--0087,27,97,32,4,121,83,82,126,53,42,57,29,23,111,36,89,21,57,311,0,2719
non-intervention--0087,28,105,51,6,107,70,71,89,53,42,53,45,23,94,31,91,12,51,307,0,2412
non-intervention--0087,29,89,54,10,102,67,66,86,54,40,50,37,21,80,33,77,23,53,289,0,2123
non-intervention--0087,30,96,33,9,122,72,76,73,52,37,63,28,24,83,44,92,21,59,280,0,1843
non-intervention--0087,31,95,58,8,107,70,66,113,54,38,48,41,18,71,40,83,15,54,258,0,1585
non-intervention--0087,32,88,48,10,81,46,76,90,48,31,59,29,22,71,32,81,8,75,239,0,1346
non-intervention--0087,33,88,45,9,103,51,73,71,44,32,53,26,18,71,35,85,13,44,223,0,1123
non-intervention--0087,34,85,46,7,82,59,69,88,56,26,59,30,22,63,33,84,7,56,204,0,919
non-intervention--0087,35,95,41,10,89,60,78,88,45,34,49,25,24,55,37,74,5,60,160,0,759
non-intervention--0087,36,89,54,11,86,43,67,83,63,33,63,18,26,58,31,60,8,44,138,0,621
non-intervention--0087,37,106,38,7,78,41,52,82,46,33,56,26,16,48,48,79,6,60,110,0,511
non-intervention--0087,38,66,45,9,74,31,59,68,38,28,45,36,21,60,31,66,3,51,102,0,409
non-intervention--0087,39,101,41,7,81,38,53,64,43,34,69,25,21,48,36,79,5,43,409,0,0
non-intervention--0093,1,146,27,2,67,308,49,90,86,33,5,59,2,72,12,109,1015,114,143,0,9857
non-intervention--0093,2,161,24,3,53,321,70,70,67,21,4,68,6,58,6,101,904,100,143,0,9714
non-intervention--0093,3,132,35,4,83,363,63,80,80,30,16,53,4,110,15,137,927,119,194,0,9520
non-intervention--0093,4,127,32,5,66,340,95,86,79,37,10,51,4,100,10,128,845,100,170,0,9350
non-intervention--0093,5,142,33,7,105,358,91,77,74,37,25,57,9,108,20,133,800,90,194,0,9156
non-intervention--0093,6,144,35,8,92,271,71,85,67,40,23,60,3,125,14,116,653,91,178,0,8978
non-intervention--0093,7,129,41,5,95,303,100,89,84,38,25,43,12,123,16,101,650,70,211,0,8767
non-intervention--0093,8,129,36,2,107,260,99,111,66,31,20,47,8,112,13,102,498,89,182,0,8585
non-intervention--0093,9,146,43,5,91,267,83,101,61,34,26,57,15,145,15,88,440,83,240,0,8345
non-intervention--0093,10,146,39,5,108,257,94,107,55,28,37,43,16,143,15,118,391,90,222,0,8123
non-intervention--0093,11,136,43,3,129,261,100,104,64,32,40,55,12,122,21,106,319,74,250,0,7873
non-intervention--0093,12,103,45,11,108,233,81,109,73,30,37,47,22,124,29,92,251,93,246,0,7627
non-intervention--0093,13,112,43,9,114,220,75,114,48,34,42,50,13,151,31,122,230,70,274,0,7353
non-intervention--0093,14,123,51,7,105,198,91,100,69,31,34,48,10,135,28,102,203,85,302,0,7051
non-intervention--0093,15,94,56,9,120,166,92,92,52,42,39,44,21,118,24,107,185,86,321,0,6730
non-intervention--0093,16,103,51,7,123,180,94,91,48,51,47,47,17,116,26,108,170,78,289,0,6441
non-intervention--0093,17,107,54,9,125,167,95,100,48,36,51,48,17,123,23,108,134,58,334,0,6107
non-intervention--0093,18,112,48,8,108,161,108,101,62,27,56,47,21,135,35,99,108,59,338,0,5769
non-intervention--0093,19,109,53,6,123,155,84,86,72,32,45,55,13,138,38,108,114,74,371,0,5398
non-intervention--0093,20,113,46,11,112,139,82,100,47,35,51,62,23,125,27,118,90,82,362,0,5036
non-intervention--0093,21,121,53,6,127,120,85,89,64,36,48,33,23,111,36,98,77,81,339,0,4697
non-intervention--0093,22,110,58,9,123,133,94,104,58,38,55,38,18,97,21,80,50,63,335,0,4362
non-intervention--0093,23,112,60,9,132,99,92,92,58,44,64,45,26,101,30,80,56,57,383,0,3979
non-intervention--0093,24,132,55,7,97,107,88,113,52,37,57,42,20,112,27,97,56,79,352,0,3627
non-intervention--0093,25,103,50,3,127,81,96,108,52,37,62,35,31,89,45,98,40,73,339,0,3288
non-intervention--0093,26,103,58,10,84,85,72,100,64,44,55,46,23,120,31,88,35,62,327,0,2961
non-intervention--0093,27,107,57,9,104,91,78,97,54,26,56,43,20,93,35,94,24,57,303,0,2658
non-intervention--0093,28,101,49,6,121,78,89,97,64,30,62,40,16,71,45,89,24,61,330,0,2328
non-intervention--0093,29,101,59,6,121,66,73,96,63,29,60,33,21,87,49,84,20,75,289,0,2039
non-intervention--0093,30,103,41,12,109,63,82,100,40,39,53,35,24,83,26,85,15,54,263,0,1776
non-intervention--0093,31,118,54,6,121,64,86,73,56,36,66,31,21,78,32,76,18,66,251,0,1525
non-intervention--0093,32,98,67,8,84,62,88,96,53,32,56,28,22,78,48,100,18,44,228,0,1297
non-intervention--0093,33,90,51,6,85,44,69,72,48,26,56,34,21,66,43,99,9,55,182,0,1115
non-intervention--0093,34,97,46,12,100,52,65,91,46,40,61,33,27,76,31,88,9,48,187,0,928
non-intervention--0093,35,111,39,10,107,38,76,100,46,32,65,43,14,51,34,93,6,55,163,0,765
non-intervention--0093,36,99,39,11,64,53,63,79,39,36,71,30,25,61,52,86,10,45,136,0,629
non-intervention--0093,37,85,40,14,77,40,66,71,49,28,63,28,21,51,38,79,6,53,130,0,499
non-intervention--0093,38,107,52,10,77,43,53,86,45,40,64,28,34,48,26,83,6,42,87,0,412
non-intervention--0093,39,76,35,7,85,15,61,64,48,33,57,25,22,47,27,82,3,50,412,0,0
non-intervention--0044,1,133,23,2,64,361,64,60,81,31,5,69,3,51,14,102,1032,109,159,0,9841
non-intervention--0044,2,131,22,4,58,327,48,75,68,21,7,70,8,73,14,95,936,87,163,0,9678
non-intervention--0044,3,133,52,3,82,374,88,85,80,35,20,60,6,104,11,138,1013,89,161,0,9517
non-intervention--0044,4,146,43,8,69,349,70,87,85,25,9,58,3,85,12,153,880,77,172,0,9345
non-intervention--0044,5,116,44,3,92,341,76,89,70,43,12,62,8,132,10,130,840,113,182,0,9163
non-intervention--0044,6,152,37,3,70,306,92,80,63,38,22,56,18,108,14,146,648,105,194,0,8969
non-intervention--0044,7,131,49,6,93,310,76,94,60,46,22,62,6,129,17,132,543,88,188,0,8781
non-intervention--0044,8,144,30,7,96,298,70,89,57,38,22,55,12,115,18,120,466,94,213,0,8568
non-intervention--0044,9,137,38,4,103,266,95,91,58,46,29,48,9,141,14,120,417,80,201,0,8367
non-intervention--0044,10,128,32,3,91,221,91,102,46,38,33,54,17,104,27,124,411,96,242,0,8125
non-intervention--0044,11,131,42,12,113,236,85,100,56,33,36,49,14,164,21,109,324,97,265,0,7860
non-intervention--0044,12,107,54,3,109,205,93,109,57,40,39,38,14,115,15,111,282,86,241,0,7619
non-intervention--0044,13,115,45,5,118,240,102,91,70,43,35,53,14,133,30,106,241,77,265,0,7354
non-intervention--0044,14,111,49,5,105,196,102,104,46,39,48,46,17,119,22,111,205,73,310,0,7044
non-intervention--0044,15,125,42,6,111,202,96,100,55,34,35,36,15,118,33,103,182,82,342,0,6702
non-intervention--0044,16,118,42,7,115,194,80,108,61,37,47,55,12,142,33,112,150,69,339,0,6363
non-intervention--0044,17,109,49,5,121,161,77,92,54,41,41,39,11,127,35,114,123,93,321,0,6042
non-intervention--0044,18,101,42,5,118,142,86,97,58,49,37,42,29,113,27,102,118,72,358,0,5684
non-intervention--0044,19,104,53,12,132,158,83,115,58,31,57,46,23,123,42,96,75,71,352,0,5332
non-intervention--0044,20,107,55,8,108,135,83,96,62,39,51,36,6,105,21,95,69,73,337,0,4995
non-intervention--0044,21,108,52,13,111,149,81,90,42,46,52,40,18,126,35,96,63,72,369,0,4626
non-intervention--0044,22,105,47,14,106,122,88,114,71,36,52,36,14,109,29,82,54,69,349,0,4277
non-intervention--0044,23,115,57,8,107,115,89,106,54,43,59,44,17,113,17,113,50,73,358,0,3919
non-intervention--0044,24,108,72,8,120,90,71,107,56,41,47,36,17,106,37,99,41,68,338,0,3581
non-intervention--0044,25,99,56,13,119,88,83,90,55,31,61,39,12,118,47,80,41,55,322,0,3259
non-intervention--0044,26,120,55,3,94,99,92,84,66,36,50,39,21,88,18,86,33,63,338,0,2921
non-intervention--0044,27,111,51,12,139,86,78,99,60,40,68,38,18,88,33,79,31,53,296,0,2625
non-intervention--0044,28,107,62,8,118,74,73,95,58,38,73,36,21,93,34,91,26,67,299,0,2326
non-intervention--0044,29,111,48,10,101,68,79,91,54,34,56,46,27,79,36,93,22,64,311,0,2015
non-intervention--0044,30,109,63,7,104,67,71,92,56,37,45,60,17,83,32,85,16,74,256,0,1759
non-intervention--0044,31,115,45,8,107,73,76,84,48,39,71,27,31,75,37,82,12,69,244,0,1515
non-intervention--0044,32,89,48,11,102,45,68,72,50,31,57,39,26,70,36,92,8,63,203,0,1312
non-intervention--0044,33,94,45,6,96,50,80,76,32,36,53,25,24,84,40,83,13,59,224,0,1088
non-intervention--0044,34,91,48,11,103,47,66,76,28,24,56,44,21,65,30,106,11,61,181,0,907
non-intervention--0044,35,78,53,11,102,40,62,76,47,33,55,27,19,61,40,90,8,65,172,0,735
non-intervention--0044,36,76,45,3,91,43,68,78,46,30,66,31,30,52,34,86,13,57,148,0,587
non-intervention--0044,37,84,47,14,82,36,64,84,41,25,50,35,25,49,38,72,7,46,109,0,478
non-intervention--0044,38,94,40,8,77,24,55,71,54,35,46,31,18,64,41,79,1,55,109,0,369
non-intervention--0044,39,75,42,5,85,34,56,71,39,28,56,31,21,54,41,66,1,48,369,0,0
non-intervention--0050,1,169,21,3,52,359,51,82,87,27,2,57,2,63,8,121,1004,83,159,0,9841
non-intervention--0050,2,159,28,3,53,294,70,82,95,27,7,70,2,74,9,117,961,103,146,0,9695
non-intervention--0050,3,128,46,2,70,365,76,86,64,29,10,57,6,103,17,142,956,110,159,0,9536
non-intervention--0050,4,158,27,1,73,361,80,90,66,40,10,66,7,102,12,106,891,95,163,0,9373
non-intervention--0050,5,135,51,8,82,362,81,94,67,30,20,52,11,115,13,144,750,111,198,0,9175
non-intervention--0050,6,134,43,2,91,309,66,94,59,37,28,55,7,108,9,137,667,88,186,0,8989
non-intervention--0050,7,120,46,3,108,307,91,85,60,30,22,60,11,111,18,127,588,89,180,0,8809
non-intervention--0050,8,120,55,8,94,290,83,98,78,36,27,38,16,125,14,111,476,97,252,0,8557
non-intervention--0050,9,129,42,9,122,283,99,101,57,44,27,46,12,127,14,110,475,83,204,0,8353
non-intervention--0050,10,115,52,4,104,248,102,91,71,39,20,61,10,126,19,137,355,88,242,0,8111
non-intervention--0050,11,123,56,5,104,230,94,112,65,47,39,49,14,142,17,110,324,94,243,0,7868
non-intervention--0050,12,151,43,4,108,230,92,103,55,27,33,36,11,137,25,117,273,83,276,0,7592
non-intervention--0050,13,120,55,8,104,212,90,97,57,35,43,48,15,118,25,139,261,91,289,0,7303
non-intervention--0050,14,111,60,1,117,194,108,104,58,34,41,44,14,114,27,100,211,73,290,0,7013
non-intervention--0050,15,119,65,6,99,197,95,96,61,37,49,55,17,131,17,103,169,81,285,0,6728
non-intervention--0050,16,111,48,6,110,183,86,109,46,29,43,41,21,146,22,102,172,89,292,0,6436
non-intervention--0050,17,105,65,6,114,143,99,100,47,36,58,46,16,130,25,116,129,83,303,0,6133
non-intervention--0050,18,118,56,3,143,143,87,99,68,36,45,36,16,129,21,84,120,71,356,0,5777
non-intervention--0050,19,123,54,4,132,159,68,107,64,39,55,49,20,107,31,102,93,77,377,0,5400
non-intervention--0050,20,124,53,5,107,136,86,90,54,36,55,40,15,129,28,98,84,73,340,0,5060
non-intervention--0050,21,121,55,8,121,123,101,109,58,35,64,40,18,127,32,103,60,63,342,0,4718
non-intervention--0050,22,112,87,9,115,112,93,80,52,54,59,41,25,98,25,124,54,70,324,0,4394
non-intervention--0050,23,116,53,8,132,94,76,78,60,46,62,46,20,128,33,101,51,62,352,0,4042
non-intervention--0050,24,86,50,6,92,106,81,112,50,35,64,39,16,103,32,96,53,57,353,0,3689
non-intervention--0050,25,104,50,6,116,89,84,89,56,36,68,46,23,85,38,100,33,77,340,0,3349
non-intervention--0050,26,118,50,8,113,80,76,81,45,39,67,44,23,94,32,79,39,73,375,0,2974
non-intervention--0050,27,112,45,15,125,78,80,94,46,20,63,31,30,89,33,91,34,65,300,0,2674
non-intervention--0050,28,90,55,10,103,81,79,112,56,42,65,34,14,98,37,90,29,56,309,0,2365
non-intervention--0050,29,100,52,11,102,65,78,92,54,34,64,49,28,91,40,89,20,56,320,0,2045
non-intervention--0050,30,112,58,11,94,60,69,83,44,43,59,31,25,87,39,96,24,54,264,0,1781
non-intervention--0050,31,92,52,13,116,57,66,90,42,39,40,41,16,72,42,79,13,60,232,0,1549
non-intervention--0050,32,114,44,9,108,62,66,93,70,35,61,40,15,74,33,96,15,76,232,0,1317
non-intervention--0050,33,86,41,13,91,53,88,81,61,36,55,46,32,62,34,76,12,56,227,0,1090
non-intervention--0050,34,85,56,8,105,42,84,85,51,34,55,28,22,76,37,78,8,65,207,0,883
non-intervention--0050,35,104,56,10,91,41,61,77,61,38,52,24,24,64,35,82,10,53,147,0,736
non-intervention--0050,36,91,51,14,86,48,77,96,58,30,55,33,23,77,43,71,8,55,136,0,600
non-intervention--0050,37,89,48,7,93,40,73,82,38,31,58,25,22,57,35,75,7,61,111,0,489
non-intervention--0050,38,99,42,10,88,39,60,78,45,33,59,24,18,66,41,68,5,51,107,0,382
non-intervention--0050,39,83,47,9,93,25,51,76,39,26,50,20,26,44,31,82,4,39,382,0,0
non-intervention--0078,1,160,27,4,62,362,47,82,77,39,5,51,1,71,13,102,1013,105,162,0,9838
non-intervention--0078,2,165,27,4,66,324,52,89,73,34,6,60,1,57,13,96,930,123,183,0,9655
non-intervention--0078,3,149,44,4,76,349,86,95,67,24,13,78,10,92,17,129,990,111,175,0,9480
non-intervention--0078,4,144,53,4,95,359,83,96,85,38,13,70,4,105,16,136,828,97,189,0,9291
non-intervention--0078,5,131,32,8,91,337,91,94,66,37,25,51,9,138,16,132,821,117,180,0,9111
non-intervention--0078,6,137,36,6,99,311,98,95,54,40,9,60,9,108,14,109,669,85,185,0,8926
non-intervention--0078,7,147,49,9,93,306,92,102,55,36,30,53,8,129,15,118,575,91,211,0,8715
non-intervention--0078,8,134,57,2,103,300,92,95,69,35,24,49,5,130,25,150,520,94,245,0,8470
non-intervention--0078,9,133,45,6,103,264,87,81,55,35,25,52,15,130,24,111,455,99,224,0,8246
non-intervention--0078,10,152,49,8,87,238,98,91,56,30,27,60,11,128,16,109,348,67,242,0,8004
non-intervention--0078,11,121,45,6,121,240,80,102,59,49,28,60,22,125,16,106,329,83,235,0,7769
non-intervention--0078,12,118,41,10,105,244,82,104,58,36,32,39,13,142,24,99,269,71,248,0,7521
non-intervention--0078,13,100,47,13,102,203,88,98,57,44,38,47,22,156,17,104,257,74,293,0,7228
non-intervention--0078,14,129,48,9,124,202,79,110,61,41,39,45,13,141,17,111,233,81,294,0,6934
non-intervention--0078,15,119,49,6,104,167,89,91,62,39,39,48,15,111,24,95,168,71,278,0,6656
non-intervention--0078,16,117,56,4,116,163,90,82,54,36,47,46,18,125,18,103,145,76,291,0,6365
non-intervention--0078,17,114,64,6,127,167,88,98,60,43,64,55,25,98,29,109,105,79,348,0,6017
non-intervention--0078,18,113,53,8,119,166,88,93,48,42,47,55,20,118,19,125,108,68,339,0,5678
non-intervention--0078,19,109,60,5,128,138,97,101,56,46,43,42,14,111,26,111,88,80,344,0,5334
non-intervention--0078,20,113,59,10,115,141,75,96,65,39,43,44,15,115,41,103,75,80,335,0,4999
non-intervention--0078,21,101,58,12,123,114,97,89,62,45,50,43,24,122,33,99,79,70,375,0,4624
non-intervention--0078,22,129,50,11,110,111,92,106,69,36,58,37,21,101,29,97,47,94,308,0,4316
non-intervention--0078,23,117,56,7,108,99,85,114,57,40,50,43,25,130,26,87,52,85,357,0,3959
non-intervention--0078,24,92,45,8,116,107,100,110,47,33,69,42,20,105,31,108,46,58,318,0,3641
non-intervention--0078,25,96,45,9,103,91,74,99,55,45,67,43,22,117,34,92,41,61,381,0,3260
non-intervention--0078,26,133,61,10,98,98,86,109,49,33,57,45,26,103,39,106,32,65,316,0,2944
non-intervention--0078,27,112,63,7,120,84,88,95,39,36,61,43,27,85,34,99,32,57,316,0,2628
non-intervention--0078,28,103,49,11,111,81,69,92,60,53,56,24,27,96,39,96,27,64,340,0,2288
non-intervention--0078,29,96,69,9,122,60,74,70,49,33,53,34,21,84,32,75,15,54,261,0,2027
non-intervention--0078,30,83,53,9,94,61,85,85,70,43,60,37,25,72,35,96,19,56,266,0,1761
non-intervention--0078,31,99,51,5,107,59,74,93,51,35,72,37,25,60,35,70,7,70,254,0,1507
non-intervention--0078,32,94,58,6,112,61,59,87,48,26,67,40,27,78,28,95,18,56,265,0,1242
non-intervention--0078,33,86,53,8,82,40,74,97,60,35,62,36,24,77,42,78,15,65,204,0,1038
non-intervention--0078,34,102,53,10,83,49,78,97,42,40,59,30,17,73,35,92,9,71,170,0,868
non-intervention--0078,35,101,29,15,87,37,64,68,45,46,58,25,16,59,45,75,5,55,154,0,714
non-intervention--0078,36,94,56,8,80,43,65,86,39,36,62,35,20,66,40,87,7,46,145,0,569
