group,step,hypoglycemia_medical,hypoglycemia_any,amputation,macroalbuminuria,microalbuminuria,blindness,ulcer,mi,stroke,chf,angina,dialysis,egfr_60,egfr_30,revasc,neurop,laser_retina,death,count_surviving
intervention--0006,7,859,233,23,470,1852,515,547,474,221,69,359,44,675,98,724,5548,595,1114,8886
intervention--0006,8,996,263,25,545,2100,591,627,520,254,88,404,54,793,108,834,6066,673,1308,8692
intervention--0006,9,1112,300,30,624,2358,686,720,573,284,118,474,65,926,125,932,6539,763,1497,8503
intervention--0006,10,1224,339,36,691,2615,786,805,633,315,148,518,78,1048,142,1049,6932,843,1727,8273
intervention--0006,11,1340,378,42,800,2841,851,896,697,346,182,564,94,1162,162,1167,7279,924,1944,8056
intervention--0006,12,1465,432,46,883,3059,934,990,761,369,205,613,104,1283,178,1268,7577,989,2195,7805
intervention--0006,13,1578,476,52,977,3278,1011,1084,820,401,246,654,116,1408,206,1380,7832,1055,2461,7539
intervention--0006,14,1679,522,56,1057,3496,1101,1168,872,435,287,698,128,1527,229,1487,8061,1125,2754,7246
intervention--0006,15,1810,551,66,1147,3674,1198,1252,927,466,324,750,136,1648,262,1590,8248,1193,3057,6943
intervention--0006,16,1916,598,70,1241,3863,1290,1362,978,499,363,791,151,1756,285,1691,8412,1261,3360,6640
intervention--0006,17,2014,647,79,1342,4047,1382,1464,1030,533,398,829,165,1903,309,1790,8560,1336,3640,6360
intervention--0006,18,2116,704,83,1427,4219,1476,1569,1079,568,436,872,184,2037,334,1875,8687,1409,3971,6029
intervention--0006,19,2216,751,88,1555,4359,1565,1671,1127,607,483,921,201,2178,363,1969,8791,1479,4286,5714
intervention--0006,20,2333,809,97,1652,4509,1646,1756,1181,639,530,965,211,2295,391,2068,8888,1541,4657,5343
intervention--0006,21,2447,859,104,1763,4644,1733,1869,1234,671,587,1026,238,2394,420,2160,8968,1611,5023,4977
intervention--0006,22,2585,907,111,1862,4778,1819,1948,1290,707,638,1063,257,2515,455,2266,9055,1689,5381,4619
intervention--0006,23,2685,963,115,1970,4890,1912,2053,1354,743,694,1098,268,2620,483,2360,9116,1765,5721,4279
intervention--0006,24,2806,1010,121,2080,5027,1992,2149,1405,779,736,1142,292,2728,513,2451,9155,1845,6045,3955
intervention--0006,25,2902,1055,129,2203,5150,2078,2256,1443,814,796,1192,314,2824,554,2539,9202,1916,6401,3599
intervention--0006,26,3014,1113,136,2309,5231,2164,2348,1496,856,853,1224,337,2941,586,2632,9238,1986,6722,3278
intervention--0006,27,3119,1159,144,2430,5352,2250,2429,1544,895,917,1265,356,3034,611,2724,9267,2044,7043,2957
intervention--0006,28,3220,1199,151,2527,5427,2326,2530,1595,928,980,1302,375,3121,648,2802,9298,2104,7371,2629
intervention--0006,29,3314,1239,156,2624,5503,2408,2617,1641,961,1025,1329,399,3200,684,2882,9314,2163,7693,2307
intervention--0006,30,3409,1289,168,2711,5597,2485,2712,1694,993,1083,1365,419,3279,713,2978,9338,2238,7993,2007
intervention--0006,31,3529,1335,176,2819,5690,2554,2801,1735,1024,1136,1387,438,3364,754,3077,9358,2295,8252,1748
intervention--0006,32,3625,1394,181,2919,5748,2625,2888,1798,1063,1182,1419,460,3454,790,3158,9378,2364,8472,1528
intervention--0006,33,3726,1447,190,3017,5823,2706,2981,1839,1100,1231,1455,486,3527,829,3238,9391,2405,8702,1298
intervention--0006,34,3827,1500,194,3108,5879,2775,3046,1899,1141,1283,1481,512,3605,861,3320,9398,2456,8898,1102
intervention--0006,35,3916,1555,204,3213,5938,2849,3130,1944,1178,1338,1514,534,3662,900,3411,9406,2507,9090,910
intervention--0006,36,4026,1606,212,3315,5988,2917,3216,1988,1207,1381,1543,557,3714,935,3481,9413,2562,9245,755
intervention--0006,37,4110,1666,223,3392,6040,2981,3298,2025,1248,1444,1569,580,3770,978,3564,9414,2610,9412,588
intervention--0006,38,4203,1718,229,3483,6084,3044,3393,2082,1279,1492,1604,605,3824,1017,3628,9421,2660,9527,473
intervention--0006,39,4287,1764,240,3569,6123,3106,3475,2144,1326,1530,1639,623,3891,1054,3690,9425,2710,10000,0
intervention--0012,1,105,20,0,27,163,48,61,60,29,5,50,1,50,13,75,831,58,127,9873
intervention--0012,2,203,46,0,70,320,97,114,110,47,11,99,2,99,29,146,1626,125,248,9752
intervention--0012,3,299,71,0,107,524,169,182,153,63,18,139,6,183,42,231,2463,199,377,9623
intervention--0012,4,404,107,1,162,721,225,248,207,81,36,181,7,267,55,320,3222,269,510,9490
intervention--0012,5,503,128,1,223,937,297,327,257,101,55,227,12,381,73,409,3947,344,660,9340
intervention--0012,6,593,174,2,281,1130,347,405,305,123,68,274,20,480,90,493,4551,416,833,9167
intervention--0012,7,680,221,4,335,1323,420,502,352,141,88,312,22,593,104,561,5148,489,1031,8969
intervention--0012,8,770,250,6,388,1526,486,580,404,162,103,366,33,690,120,659,5653,542,1193,8807
intervention--0012,9,865,298,10,453,1748,570,683,453,191,115,400,42,799,142,749,6138,598,1407,8593
intervention--0012,10,969,333,12,523,1955,663,767,506,222,135,455,49,918,163,841,6535,667,1591,8409
intervention--0012,11,1085,372,14,598,2180,767,850,560,245,174,509,59,1039,182,945,6904,739,1808,8192
intervention--0012,12,1188,414,19,667,2406,858,934,606,265,204,555,72,1159,202,1044,7253,830,2052,7948
intervention--0012,13,1293,461,22,741,2625,961,1032,653,288,233,596,84,1276,221,1137,7533,892,2314,7686
intervention--0012,14,1391,509,24,815,2801,1038,1120,718,310,258,632,95,1404,242,1235,7777,953,2592,7408
intervention--0012,15,1474,561,27,893,2997,1138,1211,778,344,292,680,110,1539,264,1343,7992,1027,2861,7139
intervention--0012,16,1576,604,32,968,3205,1210,1286,819,367,322,725,121,1659,288,1433,8183,1085,3130,6870
intervention--0012,17,1687,652,37,1057,3390,1313,1373,873,397,359,775,133,1794,323,1511,8341,1158,3418,6582
intervention--0012,18,1782,693,39,1127,3588,1395,1464,936,432,394,820,147,1908,347,1587,8470,1226,3732,6268
intervention--0012,19,1869,735,46,1229,3772,1489,1551,979,466,429,857,162,2036,375,1661,8603,1294,4031,5969
intervention--0012,20,1962,780,50,1314,3968,1565,1638,1034,493,470,899,182,2151,397,1761,8716,1362,4345,5655
intervention--0012,21,2071,825,56,1407,4134,1662,1729,1088,532,516,937,200,2248,421,1870,8832,1429,4710,5290
intervention--0012,22,2171,879,63,1491,4307,1749,1817,1131,564,567,978,217,2368,445,1959,8913,1497,5052,4948
intervention--0012,23,2277,926,65,1596,4457,1820,1896,1175,595,615,1019,234,2480,469,2055,8982,1571,5411,4589
intervention--0012,24,2371,976,72,1705,4596,1916,1982,1217,635,664,1069,257,2582,502,2144,9039,1635,5800,4200
intervention--0012,25,2462,1031,76,1797,4717,2006,2063,1265,659,714,1116,278,2661,525,2233,9093,1707,6156,3844
intervention--0012,26,2558,1080,79,1884,4828,2081,2166,1316,695,757,1159,301,2764,548,2327,9142,1770,6505,3495
intervention--0012,27,2680,1128,88,1988,4927,2153,2254,1358,732,808,1198,317,2868,580,2418,9171,1833,6853,3147
intervention--0012,28,2777,1179,95,2080,5030,2231,2358,1399,774,854,1236,331,2957,621,2501,9209,1899,7170,2830
intervention--0012,29,2891,1224,99,2156,5135,2302,2448,1445,805,910,1269,354,3050,647,2593,9240,1959,7465,2535
intervention--0012,30,3005,1263,101,2260,5245,2374,2528,1505,854,957,1294,369,3142,683,2672,9261,2026,7762,2238
intervention--0012,31,3099,1323,103,2347,5332,2439,2632,1547,886,1029,1323,395,3234,717,2753,9280,2100,8073,1927
intervention--0012,32,3188,1370,113,2444,5440,2524,2724,1602,916,1074,1353,417,3313,749,2825,9302,2164,8328,1672
intervention--0012,33,3270,1435,117,2544,5527,2597,2806,1649,946,1147,1376,436,3382,790,2903,9323,2219,8599,1401
intervention--0012,34,3347,1494,126,2631,5615,2661,2885,1683,983,1196,1399,456,3450,819,2980,9339,2276,8835,1165
intervention--0012,35,3433,1548,130,2727,5673,2728,2961,1733,1012,1259,1431,477,3521,866,3080,9347,2332,9018,982
intervention--0012,36,3528,1595,138,2814,5734,2790,3045,1781,1043,1316,1456,491,3591,900,3170,9356,2390,9208,792
intervention--0012,37,3611,1633,144,2885,5801,2861,3121,1823,1067,1367,1484,510,3650,930,3245,9366,2437,9371,629
intervention--0012,38,3705,1680,149,2959,5855,2906,3210,1870,1099,1411,1513,530,3710,960,3330,9376,2480,9485,515
intervention--0012,39,3796,1732,154,3045,5894,2963,3284,1903,1119,1461,1535,548,3782,988,3400,9383,2519,10000,0
intervention--0004,1,132,14,0,50,253,50,74,60,22,3,55,2,59,6,84,912,85,126,9874
intervention--0004,2,270,33,4,80,500,108,137,130,53,7,114,2,127,11,163,1788,177,266,9734
intervention--0004,3,398,71,6,145,821,165,214,188,74,20,181,9,218,29,281,2787,279,426,9574
intervention--0004,4,529,110,9,226,1111,237,300,250,107,34,232,18,313,40,394,3613,375,573,9427
intervention--0004,5,650,155,13,289,1397,329,386,302,133,44,275,24,416,59,510,4401,452,741,9259
intervention--0004,6,776,194,20,353,1681,402,472,381,162,58,329,35,538,78,620,5048,541,915,9085
intervention--0004,7,896,219,25,435,1959,475,579,447,189,84,390,47,657,96,716,5640,646,1094,8906
intervention--0004,8,1005,254,29,524,2218,539,667,517,223,102,424,56,780,107,830,6134,725,1295,8705
intervention--0004,9,1122,297,33,611,2449,617,734,570,255,122,476,66,924,124,922,6575,801,1534,8466
intervention--0004,10,1240,340,35,697,2709,689,817,627,286,155,529,74,1034,146,1021,6958,875,1754,8246
intervention--0004,11,1354,391,39,799,2939,782,909,690,319,192,570,90,1156,162,1120,7293,964,1982,8018
intervention--0004,12,1451,428,44,882,3143,864,999,751,344,216,602,100,1284,180,1219,7591,1054,2241,7759
intervention--0004,13,1559,470,46,979,3349,953,1084,813,378,252,656,113,1419,209,1327,7854,1129,2487,7513
intervention--0004,14,1654,515,53,1073,3542,1057,1176,866,411,294,699,126,1535,225,1412,8090,1194,2754,7246
intervention--0004,15,1764,562,59,1172,3737,1132,1278,928,448,344,740,134,1665,249,1510,8292,1275,3045,6955
intervention--0004,16,1879,619,68,1282,3941,1209,1381,979,492,380,789,146,1784,272,1587,8454,1354,3338,6662
intervention--0004,17,1995,662,70,1404,4116,1298,1477,1037,522,428,837,161,1904,289,1690,8600,1432,3661,6339
intervention--0004,18,2105,724,74,1500,4283,1389,1562,1101,561,478,873,175,2019,312,1775,8715,1504,3995,6005
intervention--0004,19,2227,777,78,1610,4435,1472,1650,1154,602,532,916,188,2171,337,1873,8829,1561,4322,5678
intervention--0004,20,2343,825,85,1704,4590,1564,1743,1213,641,574,956,206,2279,367,1969,8918,1634,4659,5341
intervention--0004,21,2446,870,92,1815,4743,1657,1835,1264,681,630,996,224,2397,400,2056,8992,1690,5015,4985
intervention--0004,22,2547,928,100,1917,4873,1749,1928,1317,704,674,1038,242,2487,430,2158,9068,1743,5374,4626
intervention--0004,23,2630,996,106,2021,4995,1836,2009,1371,741,727,1078,264,2575,459,2246,9129,1818,5740,4260
intervention--0004,24,2736,1048,117,2133,5105,1924,2107,1435,776,763,1124,283,2693,496,2332,9170,1890,6071,3929
intervention--0004,25,2827,1102,131,2248,5210,2007,2193,1469,817,804,1163,304,2802,526,2428,9208,1948,6413,3587
intervention--0004,26,2920,1147,139,2360,5314,2092,2285,1521,858,857,1206,322,2901,567,2508,9240,2020,6736,3264
intervention--0004,27,3026,1195,149,2476,5420,2173,2387,1572,912,921,1250,339,2984,600,2598,9264,2075,7083,2917
intervention--0004,28,3147,1239,157,2576,5508,2270,2493,1627,942,981,1286,353,3076,635,2691,9300,2128,7437,2563
intervention--0004,29,3238,1295,159,2664,5591,2362,2599,1667,973,1040,1321,377,3165,667,2781,9322,2189,7723,2277
intervention--0004,30,3334,1346,164,2765,5663,2433,2678,1728,1008,1087,1347,400,3248,707,2856,9339,2236,8024,1976
intervention--0004,31,3420,1397,176,2869,5737,2503,2779,1771,1041,1144,1382,424,3334,743,2963,9364,2282,8278,1722
intervention--0004,32,3513,1441,187,2976,5819,2584,2869,1820,1074,1193,1407,442,3409,781,3041,9377,2337,8527,1473
intervention--0004,33,3615,1486,199,3074,5879,2645,2954,1873,1112,1245,1441,459,3472,810,3117,9393,2408,8741,1259
intervention--0004,34,3735,1531,208,3170,5944,2715,3052,1910,1158,1305,1478,484,3539,851,3209,9402,2464,8929,1071
intervention--0004,35,3821,1587,214,3265,6000,2779,3118,1947,1201,1369,1513,506,3597,883,3309,9412,2511,9083,917
intervention--0004,36,3920,1640,226,3339,6065,2833,3196,1980,1237,1421,1537,525,3666,918,3390,9420,2579,9255,745
intervention--0004,37,4008,1684,234,3440,6110,2881,3270,2028,1257,1464,1565,539,3712,961,3475,9427,2638,9394,606
intervention--0004,38,4087,1739,240,3536,6157,2937,3347,2070,1286,1525,1600,565,3769,1002,3559,9429,2679,9520,480
intervention--0004,39,4170,1784,253,3625,6197,3010,3429,2122,1323,1580,1633,586,3824,1056,3620,9432,2728,10000,0
intervention--0010,1,108,16,0,30,156,42,58,62,11,2,49,0,54,16,60,799,56,92,9908
intervention--0010,2,206,30,1,70,304,93,121,109,22,7,86,2,117,25,133,1523,126,219,9781
intervention--0010,3,308,57,4,119,497,154,196,157,46,19,136,8,207,40,205,2363,187,335,9665
intervention--0010,4,394,73,5,161,693,210,261,213,62,25,180,9,273,49,303,3102,246,468,9532
intervention--0010,5,497,103,8,219,901,289,325,267,80,37,233,18,369,68,405,3811,309,615,9385
intervention--0010,6,605,129,11,266,1075,367,408,322,100,51,284,28,468,83,495,4510,373,767,9233
intervention--0010,7,704,163,14,321,1311,443,489,370,129,69,326,33,568,102,590,5090,443,929,9071
intervention--0010,8,783,196,14,383,1542,504,567,420,148,91,361,43,688,115,666,5602,500,1133,8867
intervention--0010,9,892,222,16,446,1748,574,663,460,170,112,413,52,784,135,756,6118,574,1337,8663
intervention--0010,10,1013,264,18,511,1960,657,725,510,203,126,449,58,902,154,856,6605,646,1550,8450
intervention--0010,11,1111,307,21,573,2152,749,810,560,227,152,483,67,1043,172,950,6961,712,1755,8245
intervention--0010,12,1229,348,26,655,2346,845,905,604,261,174,525,75,1176,187,1050,7285,780,2003,7997
intervention--0010,13,1323,388,28,744,2543,935,993,650,287,205,556,90,1322,206,1125,7550,849,2255,7745
intervention--0010,14,1406,441,32,820,2755,1017,1078,707,317,239,605,103,1449,233,1209,7807,911,2523,7477
intervention--0010,15,1503,476,36,908,2962,1110,1175,745,339,275,657,113,1592,255,1283,8017,976,2816,7184
intervention--0010,16,1598,508,41,983,3148,1210,1265,789,364,318,692,123,1712,278,1372,8243,1042,3124,6876
intervention--0010,17,1680,554,43,1090,3342,1282,1363,844,396,356,735,138,1816,309,1453,8418,1113,3430,6570
intervention--0010,18,1777,592,49,1169,3547,1357,1465,907,434,398,780,152,1933,325,1544,8580,1200,3739,6261
intervention--0010,19,1891,645,54,1244,3729,1449,1563,956,461,435,811,167,2064,344,1621,8700,1277,4082,5918
intervention--0010,20,1992,686,58,1330,3887,1523,1653,1011,494,474,856,189,2157,365,1711,8796,1349,4428,5572
intervention--0010,21,2083,743,64,1426,4040,1590,1744,1063,523,526,894,203,2268,380,1807,8885,1411,4772,5228
intervention--0010,22,2180,782,66,1513,4191,1668,1861,1122,569,567,929,223,2369,405,1873,8949,1467,5115,4885
intervention--0010,23,2272,832,70,1596,4339,1750,1953,1180,617,628,966,240,2480,437,1954,9005,1533,5440,4560
intervention--0010,24,2379,880,73,1685,4483,1842,2040,1231,644,684,1008,254,2588,480,2036,9063,1589,5809,4191
intervention--0010,25,2479,928,77,1786,4614,1931,2125,1282,672,742,1058,272,2699,504,2125,9117,1658,6187,3813
intervention--0010,26,2584,959,84,1876,4744,2028,2219,1326,699,790,1099,291,2787,537,2210,9159,1712,6508,3492
intervention--0010,27,2675,999,91,1962,4858,2095,2315,1373,734,841,1138,308,2890,582,2297,9206,1768,6840,3160
intervention--0010,28,2778,1059,98,2051,4972,2171,2412,1425,770,889,1169,327,2989,617,2369,9255,1832,7160,2840
intervention--0010,29,2862,1108,104,2156,5061,2234,2490,1471,808,952,1202,352,3088,649,2449,9279,1875,7491,2509
intervention--0010,30,2980,1158,105,2235,5168,2297,2588,1511,841,1010,1235,374,3184,675,2526,9305,1936,7771,2229
intervention--0010,31,3083,1218,111,2331,5261,2401,2671,1553,879,1066,1260,392,3270,708,2622,9336,1991,8072,1928
intervention--0010,32,3177,1261,115,2420,5337,2492,2746,1600,913,1118,1295,411,3345,742,2697,9364,2060,8331,1669
intervention--0010,33,3273,1310,120,2517,5416,2553,2823,1641,940,1164,1326,430,3421,773,2767,9378,2104,8563,1437
intervention--0010,34,3365,1368,129,2621,5492,2619,2902,1691,977,1213,1364,447,3489,800,2836,9384,2150,8803,1197
intervention--0010,35,3471,1419,140,2698,5571,2685,2980,1724,1015,1268,1395,466,3548,835,2903,9398,2200,9001,999
intervention--0010,36,3551,1482,145,2790,5636,2763,3052,1761,1043,1323,1424,486,3599,873,2961,9408,2260,9188,812
intervention--0010,37,3628,1520,154,2879,5692,2821,3142,1796,1072,1381,1453,505,3664,915,3036,9418,2310,9350,650
intervention--0010,38,3722,1571,158,2957,5758,2885,3224,1835,1105,1439,1478,521,3724,956,3094,9426,2364,9483,517
intervention--0010,39,3818,1617,165,3039,5805,2948,3304,1871,1123,1491,1508,548,3771,992,3149,9430,2423,10000,0
intervention--0038,1,122,15,2,41,217,50,55,61,25,3,56,1,62,11,85,925,73,134,9866
intervention--0038,2,253,35,3,82,466,114,109,130,45,5,114,9,110,18,184,1716,147,256,9744
intervention--0038,3,360,64,6,140,736,180,183,183,65,15,177,10,203,37,270,2630,220,408,9592
intervention--0038,4,486,96,8,182,975,256,263,242,89,21,247,14,294,47,374,3470,315,552,9448
intervention--0038,5,592,126,14,237,1276,329,371,302,113,39,290,22,397,64,478,4223,421,680,9320
intervention--0038,6,676,163,17,310,1516,399,454,354,138,57,336,26,498,79,591,4891,511,854,9146
intervention--0038,7,777,190,19,396,1799,477,542,404,158,81,387,34,621,94,685,5506,586,1027,8973
intervention--0038,8,884,238,24,466,2035,563,638,447,185,98,430,43,734,109,781,6040,666,1241,8759
intervention--0038,9,997,283,26,554,2279,653,712,500,223,124,475,51,856,125,876,6478,751,1445,8555
intervention--0038,10,1089,331,28,643,2507,745,810,556,254,145,524,61,987,141,983,6858,835,1646,8354
intervention--0038,11,1195,364,33,727,2765,830,907,617,290,180,567,70,1111,165,1088,7188,918,1873,8127
intervention--0038,12,1290,407,37,827,2970,917,1015,666,321,207,613,82,1232,184,1177,7470,1001,2147,7853
intervention--0038,13,1416,450,41,922,3175,1022,1116,729,364,242,654,95,1346,203,1277,7738,1082,2405,7595
intervention--0038,14,1506,482,45,1006,3367,1104,1192,783,411,287,691,106,1471,227,1383,7969,1158,2676,7324
intervention--0038,15,1633,543,54,1096,3573,1215,1282,845,437,335,726,125,1596,257,1483,8174,1232,2973,7027
intervention--0038,16,1723,603,59,1196,3778,1308,1384,901,475,381,771,140,1727,284,1573,8350,1308,3272,6728
intervention--0038,17,1860,645,65,1298,3965,1413,1488,963,509,434,809,153,1853,302,1672,8505,1383,3609,6391
intervention--0038,18,1969,697,73,1391,4128,1511,1581,1024,546,479,855,167,1976,320,1757,8639,1462,3904,6096
intervention--0038,19,2071,745,83,1485,4288,1599,1673,1079,584,528,914,180,2081,348,1845,8756,1543,4255,5745
intervention--0038,20,2175,798,88,1596,4409,1697,1795,1133,615,566,961,190,2210,378,1935,8870,1610,4607,5393
intervention--0038,21,2280,849,92,1693,4567,1794,1884,1179,642,614,990,210,2319,410,2034,8947,1685,4974,5026
intervention--0038,22,2384,891,98,1801,4707,1866,1990,1232,677,657,1028,227,2421,431,2136,9037,1764,5326,4674
intervention--0038,23,2511,940,107,1910,4834,1950,2074,1289,713,703,1067,245,2514,470,2236,9091,1838,5690,4310
intervention--0038,24,2609,978,117,2011,4951,2041,2163,1350,748,747,1102,273,2638,500,2332,9142,1910,6057,3943
intervention--0038,25,2717,1017,121,2127,5078,2114,2253,1412,793,788,1141,298,2748,531,2397,9183,1980,6425,3575
intervention--0038,26,2802,1068,129,2213,5177,2181,2338,1459,820,849,1179,319,2864,558,2483,9229,2033,6767,3233
intervention--0038,27,2905,1124,138,2301,5293,2264,2440,1506,855,906,1209,334,2951,592,2558,9260,2099,7082,2918
intervention--0038,28,3017,1168,147,2404,5382,2343,2531,1545,894,953,1235,354,3037,617,2651,9286,2174,7412,2588
intervention--0038,29,3115,1214,154,2491,5472,2411,2609,1583,926,1005,1272,378,3130,654,2743,9306,2226,7712,2288
intervention--0038,30,3235,1263,159,2606,5549,2486,2695,1629,966,1062,1302,406,3226,683,2831,9329,2286,7997,2003
intervention--0038,31,3332,1301,168,2722,5621,2559,2786,1681,991,1105,1332,431,3303,715,2909,9345,2354,8244,1756
intervention--0038,32,3428,1359,175,2823,5698,2625,2866,1735,1042,1166,1359,459,3376,744,2987,9359,2413,8496,1504
intervention--0038,33,3507,1410,185,2936,5769,2705,2957,1775,1072,1216,1393,478,3470,788,3077,9372,2464,8709,1291
intervention--0038,34,3596,1458,190,3045,5842,2777,3039,1815,1110,1268,1417,510,3555,813,3165,9389,2521,8926,1074
intervention--0038,35,3691,1497,194,3140,5894,2839,3115,1858,1144,1326,1437,529,3613,851,3236,9402,2586,9121,879
intervention--0038,36,3790,1540,204,3232,5952,2899,3184,1908,1173,1368,1478,551,3673,894,3330,9408,2639,9279,721
intervention--0038,37,3893,1588,212,3322,6010,2968,3260,1952,1210,1446,1510,572,3728,939,3404,9416,2694,9414,586
intervention--0038,38,3971,1639,217,3402,6066,3037,3344,2001,1233,1506,1538,588,3785,980,3497,9420,2744,9531,469
intervention--0038,39,4041,1683,230,3486,6119,3099,3429,2043,1268,1584,1565,610,3836,1024,3560,9425,2793,10000,0
non-intervention--0090,1,161,31,2,65,333,65,78,62,30,4,69,2,75,11,117,1055,111,162,9838
non-intervention--0090,2,323,56,6,105,693,127,147,140,61,12,136,6,140,21,231,1994,207,307,9693
non-intervention--0090,3,468,89,10,198,1059,212,253,210,98,24,192,18,232,38,377,2974,305,487,9513
non-intervention--0090,4,627,131,14,275,1403,283,329,298,143,36,264,24,330,48,509,3827,413,681,9319
non-intervention--0090,5,757,177,18,375,1763,356,423,367,186,57,313,41,435,62,635,4660,519,867,9133
non-intervention--0090,6,893,208,25,465,2059,431,500,430,228,84,365,54,564,81,765,5307,605,1060,8940
non-intervention--0090,7,1018,249,30,575,2351,509,579,518,266,106,416,68,690,106,884,5907,698,1277,8723
non-intervention--0090,8,1153,306,36,670,2591,592,673,576,318,130,461,81,787,119,996,6385,801,1490,8510
non-intervention--0090,9,1275,346,45,769,2867,675,759,650,355,150,516,89,914,137,1116,6831,893,1716,8284
non-intervention--0090,10,1386,393,52,859,3098,775,863,715,382,181,573,98,1054,151,1229,7171,981,1956,8044
non-intervention--0090,11,1510,436,55,977,3365,873,953,769,416,216,619,105,1216,170,1346,7492,1089,2202,7798
non-intervention--0090,12,1652,481,61,1088,3587,960,1052,836,444,240,671,115,1358,187,1467,7748,1179,2430,7570
non-intervention--0090,13,1766,524,62,1203,3794,1050,1155,894,472,282,722,132,1496,206,1584,7988,1259,2702,7298
non-intervention--0090,14,1893,573,73,1301,3985,1146,1258,949,518,327,778,150,1613,233,1700,8185,1328,2987,7013
non-intervention--0090,15,2027,622,85,1417,4161,1242,1358,995,564,369,828,159,1747,250,1795,8338,1427,3280,6720
non-intervention--0090,16,2128,687,93,1539,4320,1338,1451,1058,606,410,870,180,1874,279,1910,8505,1506,3592,6408
non-intervention--0090,17,2258,734,95,1662,4480,1447,1536,1119,656,469,926,201,2009,297,2024,8631,1584,3956,6044
non-intervention--0090,18,2374,774,104,1777,4641,1546,1640,1171,699,524,963,216,2154,328,2126,8730,1665,4293,5707
non-intervention--0090,19,2476,823,107,1901,4796,1638,1745,1228,743,574,1001,239,2284,349,2260,8832,1761,4617,5383
non-intervention--0090,20,2576,867,122,2004,4915,1740,1843,1283,781,616,1043,252,2407,377,2357,8926,1837,4959,5041
non-intervention--0090,21,2690,911,128,2120,5048,1825,1932,1337,822,674,1087,269,2521,402,2451,8997,1914,5294,4706
non-intervention--0090,22,2807,968,135,2223,5165,1930,2041,1391,856,725,1136,284,2607,434,2546,9053,1967,5682,4318
non-intervention--0090,23,2925,1011,147,2337,5292,2019,2127,1451,888,787,1179,301,2706,477,2640,9105,2037,6034,3966
non-intervention--0090,24,3029,1054,156,2436,5391,2118,2226,1509,925,829,1222,321,2801,512,2736,9135,2104,6356,3644
non-intervention--0090,25,3146,1087,166,2548,5489,2206,2335,1556,971,876,1247,336,2900,558,2834,9175,2170,6692,3308
non-intervention--0090,26,3235,1132,179,2688,5597,2286,2432,1619,1015,930,1283,361,2999,592,2948,9208,2224,6998,3002
non-intervention--0090,27,3341,1198,189,2798,5686,2360,2525,1670,1042,980,1327,383,3090,633,3047,9238,2296,7295,2705
non-intervention--0090,28,3443,1252,203,2897,5775,2438,2614,1731,1080,1047,1380,406,3162,667,3129,9262,2360,7617,2383
non-intervention--0090,29,3542,1296,213,2998,5838,2518,2693,1777,1129,1101,1421,419,3237,700,3230,9292,2443,7902,2098
non-intervention--0090,30,3654,1338,217,3090,5903,2596,2787,1833,1173,1155,1456,445,3314,744,3313,9304,2516,8176,1824
non-intervention--0090,31,3763,1380,225,3193,5980,2671,2882,1883,1209,1217,1483,468,3396,776,3397,9322,2562,8405,1595
non-intervention--0090,32,3857,1435,233,3296,6029,2754,2989,1938,1243,1274,1522,496,3466,808,3469,9340,2620,8671,1329
non-intervention--0090,33,3933,1485,239,3405,6080,2817,3081,1975,1278,1346,1548,515,3540,845,3554,9348,2681,8899,1101
non-intervention--0090,34,4025,1540,248,3499,6132,2883,3167,2020,1315,1404,1579,532,3600,878,3643,9361,2734,9075,925
non-intervention--0090,35,4123,1585,256,3567,6183,2939,3241,2071,1347,1469,1605,548,3655,917,3716,9368,2791,9228,772
non-intervention--0090,36,4210,1632,264,3657,6225,2994,3325,2115,1379,1529,1637,570,3706,954,3807,9378,2840,9362,638
non-intervention--0090,37,4301,1679,278,3746,6259,3057,3400,2176,1415,1576,1665,588,3777,993,3883,9383,2897,9493,507
non-intervention--0090,38,4395,1716,287,3838,6291,3100,3472,2218,1451,1648,1701,607,3828,1042,3952,9390,2932,9601,399
non-intervention--0090,39,4494,1756,297,3918,6321,3159,3530,2257,1495,1693,1719,631,3876,1085,4021,9395,2980,10000,0
non-intervention--0084,1,178,24,2,56,342,65,79,89,21,4,52,3,73,9,95,1050,117,157,9843
non-intervention--0084,2,324,56,3,105,668,129,140,171,58,7,117,6,140,16,205,1972,218,333,9667
non-intervention--0084,3,477,92,4,204,1033,213,223,242,81,14,180,11,243,33,324,2944,316,509,9491
non-intervention--0084,4,599,135,11,287,1339,292,309,316,114,24,237,18,339,48,454,3777,403,674,9326
non-intervention--0084,5,723,173,13,386,1686,380,400,381,149,49,300,29,454,62,584,4580,529,852,9148
non-intervention--0084,6,875,221,20,480,2022,477,476,447,182,59,355,37,580,76,708,5271,622,1056,8944
non-intervention--0084,7,1015,270,26,581,2339,565,556,513,228,87,404,48,715,91,824,5858,706,1274,8726
non-intervention--0084,8,1134,302,32,660,2644,651,645,576,262,113,468,55,853,109,936,6366,803,1500,8500
non-intervention--0084,9,1263,335,39,775,2910,740,751,637,287,145,522,64,978,128,1065,6807,894,1687,8313
non-intervention--0084,10,1377,377,50,873,3152,819,845,704,325,169,581,78,1110,145,1184,7170,988,1910,8090
non-intervention--0084,11,1503,423,60,989,3389,921,950,765,361,201,631,95,1252,159,1300,7492,1074,2126,7874
