run,year,cumulative cost_non_intervention_by_person,cumulative cost_intervention_by_person,cumulative cost_increment_by_person,cumulative qaly_non_intervention_by_person,cumulative qaly_intervention_by_person,cumulative qaly_increment_by_person,icer
0090,32,148337.3958,149099.0082,761.6124,10.24865058,10.61334136,0.3646907800000001,2088.38
0090,33,149077.9791,149932.9639,854.9848,10.27587129,10.64532437,0.36945308000000077,2314.19
0090,34,149669.7722,150602.9223,933.1501,10.29755598,10.67143756,0.37388157999999966,2495.84
0090,35,150144.597,151156.2324,1011.6354,10.3150104,10.69215276,0.37714235999999945,2682.37
0090,36,150545.392,151620.7407,1075.3487,10.32894459,10.70867142,0.3797268299999996,2831.9
0090,37,150865.7288,151978.8099,1113.0811,10.33962526,10.721140949999999,0.3815156900000002,2917.52
0090,38,151106.2994,152248.1055,1141.8061,10.347995,10.73053642,0.3825414199999999,2984.79
0090,39,151279.6509,152458.362,1178.7111,10.35429647,10.73785793,0.3835614600000001,3073.07
0091,1,6784.0528,6766.2047,-17.8481,0.79205786,0.79254715,0.0004892899999999827,-36477.55
0091,2,13486.4531,13466.7321,-19.721,1.5361173000000001,1.54142741,0.005310109999999986,-3713.86
0091,3,20450.236,20340.1018,-110.1342,2.24332835,2.25593588,0.012607530000000042,-8735.59
0091,4,27299.7635,27156.2192,-143.5443,2.9062799200000002,2.9276951799999997,0.021415260000000127,-6702.9
0091,5,34230.7659,33983.4384,-247.3275,3.5282383000000004,3.55874827,0.030509969999999886,-8106.45
0091,6,41085.5874,40735.8771,-349.7103,4.11559313,4.1572523200000004,0.04165918999999994,-8394.55
0091,7,47822.1492,47449.8158,-372.3334,4.66381974,4.71862064,0.05480089999999982,-6794.29
0091,8,54536.7896,54106.0785,-430.7111,5.1806277000000005,5.24903228,0.06840457999999999,-6296.52
0091,9,61176.404,60667.443,-508.961,5.66680048,5.7495511299999995,0.08275064999999959,-6150.54
0091,10,67566.4846,66953.0292,-613.4554,6.1161042000000005,6.21318751,0.09708330999999962,-6318.86
0091,11,73818.3162,73067.0525,-751.2637,6.53557847,6.64762291,0.1120444399999993,-6705.05
0091,12,79818.7856,78886.5962,-932.1894,6.926794,7.05201795,0.1252239499999996,-7444.18
0091,13,85555.8628,84648.3151,-907.5477,7.2887882500000005,7.42856244,0.13977418999999935,-6492.96
0091,14,91066.522,90204.2782,-862.2438,7.62296125,7.77827692,0.15531566999999924,-5551.56
0091,15,96361.9954,95573.2811,-788.7143,7.9315530700000005,8.10194869,0.1703956199999986,-4628.72
0091,16,101368.4976,100639.8996,-728.598,8.21418483,8.4000825,0.18589766999999846,-3919.35
0091,17,106206.8019,105543.9943,-662.8076,8.475643159999999,8.67612261,0.2004794499999989,-3306.11
0091,18,110692.4327,110191.6161,-500.8166,8.71284577,8.92808816,0.21524238999999798,-2326.76
0091,19,115025.0284,114586.6855,-438.3429,8.92780648,9.15545118,0.22764469999999856,-1925.56
0091,20,119041.4558,118673.6715,-367.7843,9.12090576,9.36056605,0.23966028999999836,-1534.61
0091,21,122805.3955,122549.8682,-255.5273,9.29724908,9.548767960000001,0.2515188799999989,-1015.94
0091,22,126233.1758,126103.179,-129.9968,9.453326910000001,9.71647514,0.2631482299999989,-494.01
0091,23,129355.9045,129443.5386,87.6341,9.59395952,9.867296640000001,0.27333711999999794,320.61
0091,24,132132.8665,132396.8987,264.0322,9.71678874,9.99922831,0.2824395699999979,934.83
0091,25,134716.0793,135098.8541,382.7748,9.825755379999999,10.1169364,0.2911810199999978,1314.56
0091,26,136961.5983,137468.7384,507.1401,9.91881379,10.21831063,0.2994968399999983,1693.31
