group,step,hypoglycemia_medical,hypoglycemia_any,amputation,macroalbuminuria,microalbuminuria,blindness,ulcer,mi,stroke,chf,angina,dialysis,egfr_60,egfr_30,revasc,neurop,laser_retina,death,intervention,count_surviving
non-intervention--0048,34,21,16,6,32,27,21,24,8,7,28,12,14,22,23,16,3,24,170,0,1252
non-intervention--0048,35,24,15,7,25,15,18,25,14,4,16,7,19,17,23,13,4,19,159,0,1093
non-intervention--0048,36,21,11,4,26,11,12,23,8,4,19,5,23,13,26,18,2,7,129,0,964
non-intervention--0048,37,10,20,6,25,9,16,25,9,7,16,7,9,10,21,11,1,16,118,0,846
non-intervention--0048,38,16,9,5,18,6,11,23,5,1,16,4,8,16,17,10,1,11,104,0,742
non-intervention--0048,39,10,5,3,25,12,11,13,2,6,16,6,19,15,26,8,3,9,112,0,630
non-intervention--0048,40,15,12,3,14,11,4,23,5,2,12,2,12,7,14,9,0,7,92,0,538
non-intervention--0048,41,11,3,2,16,6,5,12,5,4,5,2,5,6,10,3,2,6,71,0,467
non-intervention--0048,42,13,7,3,8,2,6,12,3,1,6,2,6,6,9,3,1,9,69,0,398
non-intervention--0048,43,6,5,2,9,6,6,13,1,1,5,3,5,2,8,4,1,3,64,0,334
non-intervention--0048,44,5,3,0,5,4,4,4,6,2,5,1,7,7,5,8,1,2,55,0,279
non-intervention--0048,45,8,2,1,6,2,4,7,3,0,5,3,4,6,7,3,0,3,49,0,230
non-intervention--0048,46,3,3,1,6,1,4,3,1,3,4,2,4,5,3,1,1,1,39,0,191
non-intervention--0048,47,5,0,0,0,4,0,3,0,3,1,1,1,2,7,2,0,1,32,0,159
non-intervention--0048,48,5,1,0,0,2,1,1,1,0,4,1,4,2,5,2,0,4,20,0,139
non-intervention--0048,49,1,1,3,4,3,1,3,3,1,1,0,2,1,2,1,0,3,30,0,109
non-intervention--0048,50,3,0,0,2,1,1,1,2,2,0,0,2,3,1,0,0,3,20,0,89
non-intervention--0048,51,3,0,0,4,0,1,2,0,0,1,0,2,1,2,0,0,3,16,0,73
non-intervention--0048,52,2,3,0,2,1,0,4,0,0,1,0,2,0,0,1,0,1,8,0,65
non-intervention--0048,53,2,0,0,2,1,0,2,0,0,2,1,4,0,1,0,0,1,13,0,52
non-intervention--0048,54,0,0,1,0,0,0,1,0,0,0,2,0,1,1,2,0,0,10,0,42
non-intervention--0048,55,0,2,0,0,0,0,0,1,0,0,0,1,0,0,3,0,1,7,0,35
non-intervention--0048,56,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,10,0,25
non-intervention--0048,57,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,4,0,21
non-intervention--0048,58,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,7,0,14
non-intervention--0048,59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12
non-intervention--0048,60,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,11
non-intervention--0048,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8
non-intervention--0048,62,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,6
non-intervention--0048,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
non-intervention--0048,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1
non-intervention--0048,65,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
non-intervention--0074,1,174,32,1,44,296,74,67,103,21,2,68,1,107,16,113,1120,211,228,0,9772
non-intervention--0074,2,190,61,6,54,314,106,87,77,34,10,70,3,158,18,157,1131,168,210,0,9562
non-intervention--0074,3,163,69,11,99,320,97,98,70,37,21,48,13,145,17,137,997,156,222,0,9340
non-intervention--0074,4,163,73,4,93,293,101,106,74,33,25,57,12,182,23,117,933,144,253,0,9087
non-intervention--0074,5,161,81,5,103,306,121,111,68,38,40,51,11,206,24,114,752,148,299,0,8788
non-intervention--0074,6,147,61,7,103,285,138,112,63,33,39,59,13,171,38,131,582,139,224,0,8564
non-intervention--0074,7,148,71,5,121,287,129,103,58,39,42,60,14,196,36,131,521,129,248,0,8316
non-intervention--0074,8,120,76,8,128,266,123,116,55,26,52,55,18,187,55,117,463,146,223,0,8093
non-intervention--0074,9,136,81,13,141,253,115,95,65,40,52,31,21,174,29,112,350,127,272,0,7821
non-intervention--0074,10,156,80,3,150,253,128,106,61,39,45,51,23,140,57,97,332,136,284,0,7537
non-intervention--0074,11,129,64,15,137,216,115,117,57,30,69,46,20,149,45,126,258,117,292,0,7245
non-intervention--0074,12,128,78,16,153,224,116,90,60,35,72,55,30,125,52,99,225,112,263,0,6982
non-intervention--0074,13,141,70,13,145,161,108,115,42,36,80,40,21,135,48,96,177,116,312,0,6670
non-intervention--0074,14,103,60,10,139,173,115,88,45,23,60,35,29,128,57,96,147,110,267,0,6403
non-intervention--0074,15,132,79,16,153,164,91,84,46,29,73,53,30,129,68,88,131,89,285,0,6118
non-intervention--0074,16,119,66,18,165,139,101,103,46,21,54,33,33,108,64,104,118,101,289,0,5829
non-intervention--0074,17,129,56,13,150,129,98,96,44,32,79,31,33,91,56,80,84,89,305,0,5524
non-intervention--0074,18,94,63,13,153,120,85,106,37,41,48,33,33,74,49,60,64,104,290,0,5234
non-intervention--0074,19,109,73,14,147,114,87,86,41,26,68,30,36,86,60,69,56,88,293,0,4941
non-intervention--0074,20,108,56,9,150,97,82,71,40,20,46,30,40,92,61,75,56,85,289,0,4652
non-intervention--0074,21,111,56,12,120,98,69,77,31,20,72,40,35,80,54,61,40,84,288,0,4364
non-intervention--0074,22,85,66,18,118,64,73,71,33,26,64,21,36,70,71,64,31,74,291,0,4073
non-intervention--0074,23,87,53,10,105,85,65,71,41,22,36,30,31,63,60,63,22,52,248,0,3825
non-intervention--0074,24,86,49,13,95,59,61,72,29,32,53,16,23,50,43,56,20,67,287,0,3538
non-intervention--0074,25,78,43,6,95,58,54,69,17,25,45,12,26,50,52,52,24,54,252,0,3286
non-intervention--0074,26,67,42,8,85,53,43,58,23,16,60,23,25,40,57,39,22,57,272,0,3014
non-intervention--0074,27,68,37,10,72,44,52,56,19,13,48,18,23,38,44,43,17,44,281,0,2733
non-intervention--0074,28,58,31,7,81,44,32,56,21,13,38,12,34,36,37,27,9,40,240,0,2493
non-intervention--0074,29,41,28,7,60,35,39,55,21,13,30,17,19,29,33,38,11,40,230,0,2263
non-intervention--0074,30,38,30,7,60,34,34,48,19,13,50,10,32,37,33,21,9,40,224,0,2039
non-intervention--0074,31,42,26,6,41,46,34,29,17,11,27,10,25,25,41,29,10,29,206,0,1833
non-intervention--0074,32,42,29,10,43,25,33,46,11,11,21,5,21,35,32,14,7,22,189,0,1644
non-intervention--0074,33,25,27,5,36,15,30,34,9,10,27,6,17,19,29,23,3,15,194,0,1450
non-intervention--0074,34,28,15,4,35,26,16,31,14,10,25,6,19,15,12,21,8,23,171,0,1279
non-intervention--0074,35,26,11,8,29,18,11,23,10,5,7,7,24,8,23,15,6,15,137,0,1142
non-intervention--0074,36,20,12,3,27,19,5,23,10,7,16,5,17,15,12,21,4,10,133,0,1009
non-intervention--0074,37,14,12,2,24,8,12,12,8,0,19,4,21,20,17,10,0,16,113,0,896
non-intervention--0074,38,19,9,3,20,9,14,15,5,3,16,4,14,18,22,14,1,9,115,0,781
non-intervention--0074,39,15,12,5,18,12,13,13,7,0,13,3,9,16,13,8,1,16,99,0,682
non-intervention--0074,40,8,5,3,10,8,12,13,3,4,6,5,13,14,12,5,0,8,91,0,591
non-intervention--0074,41,12,8,3,12,5,5,17,3,2,14,6,5,6,15,6,0,2,95,0,496
non-intervention--0074,42,11,9,0,10,3,7,8,3,1,8,1,7,4,9,4,1,8,67,0,429
non-intervention--0074,43,6,3,2,7,6,5,12,1,4,6,3,12,3,5,3,0,5,63,0,366
non-intervention--0074,44,9,6,1,8,3,4,7,3,0,1,2,5,1,2,3,3,4,60,0,306
non-intervention--0074,45,5,1,0,10,3,1,5,1,0,3,5,6,0,3,3,1,6,48,0,258
non-intervention--0074,46,8,3,1,3,2,0,5,1,1,5,1,4,2,1,2,0,1,48,0,210
non-intervention--0074,47,0,4,1,4,2,2,5,0,1,1,0,5,2,3,1,0,1,33,0,177
non-intervention--0074,48,6,2,0,2,2,2,3,2,1,2,1,1,0,2,0,0,0,40,0,137
non-intervention--0074,49,3,3,0,1,2,2,2,5,1,3,0,2,3,2,3,0,0,23,0,114
non-intervention--0074,50,2,3,1,2,2,2,1,0,0,2,1,3,1,3,1,0,0,26,0,88
non-intervention--0074,51,2,0,1,0,0,0,0,0,0,0,1,2,2,2,0,0,1,18,0,70
non-intervention--0074,52,1,0,1,1,3,1,3,0,0,0,0,1,0,1,1,0,0,18,0,52
non-intervention--0074,53,1,1,0,2,0,0,1,1,2,1,0,4,2,0,2,0,1,10,0,42
non-intervention--0074,54,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,8,0,34
non-intervention--0074,55,0,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,7,0,27
non-intervention--0074,56,0,0,0,0,1,0,0,1,0,1,0,1,2,1,0,0,4,10,0,17
non-intervention--0074,57,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,13
non-intervention--0074,58,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,8
non-intervention--0074,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7
non-intervention--0074,60,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6
non-intervention--0074,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5
non-intervention--0074,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3
non-intervention--0074,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
non-intervention--0074,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
non-intervention--0074,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
non-intervention--0074,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
non-intervention--0074,67,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
non-intervention--0074,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
non-intervention--0074,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
non-intervention--0074,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
non-intervention--0074,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
non-intervention--0060,1,177,50,4,37,298,77,82,74,23,3,59,0,124,7,124,1152,187,239,0,9761
non-intervention--0060,2,188,56,5,73,323,103,95,74,39,17,66,6,204,21,139,1116,166,242,0,9519
non-intervention--0060,3,181,49,8,68,313,91,92,75,43,27,60,11,200,34,105,975,157,234,0,9285
non-intervention--0060,4,154,40,5,86,339,123,94,70,33,28,55,17,178,26,119,873,145,245,0,9040
non-intervention--0060,5,147,63,7,94,315,120,92,72,26,32,47,6,189,27,119,761,143,294,0,8746
non-intervention--0060,6,149,70,6,109,286,132,105,65,39,49,48,18,158,29,109,631,161,262,0,8484
non-intervention--0060,7,133,68,13,118,262,112,107,52,36,52,57,13,147,45,116,512,153,274,0,8210
non-intervention--0060,8,137,92,12,135,253,98,88,58,52,52,43,11,156,28,95,421,115,254,0,7956
non-intervention--0060,9,145,69,17,168,242,117,119,63,34,45,35,21,159,50,94,361,115,294,0,7662
non-intervention--0060,10,140,65,5,141,246,142,101,48,40,61,45,19,146,43,116,286,111,287,0,7375
non-intervention--0060,11,140,67,21,149,225,130,107,51,28,63,49,16,125,46,94,270,110,254,0,7121
non-intervention--0060,12,132,80,14,154,204,97,107,47,38,60,45,23,123,50,97,219,104,257,0,6864
non-intervention--0060,13,120,68,9,156,189,111,100,44,22,64,41,32,112,39,91,177,115,270,0,6594
non-intervention--0060,14,123,79,10,167,177,91,87,65,43,72,40,25,122,34,84,179,117,303,0,6291
non-intervention--0060,15,133,71,13,127,172,120,81,53,30,66,45,30,123,44,96,112,104,266,0,6025
non-intervention--0060,16,118,64,21,160,163,111,90,61,30,53,41,25,125,58,87,89,110,312,0,5713
non-intervention--0060,17,106,81,9,131,153,94,81,38,24,70,35,33,90,50,60,81,98,323,0,5390
non-intervention--0060,18,117,56,15,156,123,74,90,50,32,80,37,27,89,60,71,68,80,307,0,5083
non-intervention--0060,19,110,54,17,128,120,82,76,31,23,71,33,37,76,48,64,50,65,273,0,4810
non-intervention--0060,20,91,53,8,130,104,93,76,45,22,67,35,33,84,56,57,49,75,302,0,4508
non-intervention--0060,21,86,57,14,124,91,62,82,35,31,59,30,32,63,50,56,46,76,289,0,4219
non-intervention--0060,22,101,50,15,116,100,68,75,35,22,57,25,36,45,49,52,43,56,290,0,3929
non-intervention--0060,23,73,49,12,125,75,58,75,34,24,44,21,30,62,47,55,41,65,252,0,3677
non-intervention--0060,24,92,57,12,109,87,65,63,39,15,60,28,28,57,56,48,20,41,269,0,3408
non-intervention--0060,25,60,47,8,89,63,45,76,28,20,48,19,39,64,50,58,19,59,286,0,3122
non-intervention--0060,26,67,34,11,115,62,38,57,29,20,41,17,31,40,52,40,22,54,241,0,2881
non-intervention--0060,27,56,41,8,98,42,33,49,27,16,44,10,33,50,41,48,25,43,226,0,2655
non-intervention--0060,28,54,40,10,74,47,42,50,22,15,41,16,29,39,39,34,12,42,251,0,2404
non-intervention--0060,29,51,39,9,73,28,47,63,15,6,42,6,33,29,54,35,11,40,230,0,2174
non-intervention--0060,30,45,28,5,59,24,36,43,18,11,34,10,16,38,20,20,3,35,222,0,1952
non-intervention--0060,31,35,30,9,52,31,19,40,13,13,36,8,18,39,28,19,6,35,204,0,1748
non-intervention--0060,32,39,19,12,44,18,27,34,13,6,24,11,24,12,33,14,2,24,201,0,1547
non-intervention--0060,33,22,21,6,46,21,22,39,15,10,23,7,22,25,35,21,2,31,191,0,1356
non-intervention--0060,34,25,26,1,44,14,12,37,5,7,22,11,17,12,20,21,3,16,148,0,1208
non-intervention--0060,35,10,18,6,22,13,29,22,7,9,23,10,16,7,25,15,4,20,150,0,1058
non-intervention--0060,36,23,12,2,16,7,13,24,14,7,25,7,19,10,16,7,4,14,122,0,936
non-intervention--0060,37,15,14,2,20,6,16,25,6,7,17,4,17,19,20,19,2,12,122,0,814
non-intervention--0060,38,24,11,0,19,6,12,24,6,8,13,5,13,12,11,10,1,12,100,0,714
non-intervention--0060,39,17,13,4,15,10,11,12,3,4,8,3,12,7,15,10,1,6,95,0,619
non-intervention--0060,40,13,5,2,8,7,7,9,4,11,14,4,9,6,18,7,0,8,86,0,533
non-intervention--0060,41,11,9,5,7,4,7,13,3,4,6,2,9,5,9,6,0,6,71,0,462
non-intervention--0060,42,8,3,3,13,2,6,12,1,2,6,3,7,5,8,4,1,3,76,0,386
non-intervention--0060,43,10,3,1,10,5,7,6,1,2,4,4,8,10,8,6,1,4,57,0,329
non-intervention--0060,44,2,4,2,4,1,5,8,3,2,4,1,9,1,8,7,1,6,62,0,267
non-intervention--0060,45,5,1,2,3,6,3,4,2,0,2,2,6,2,7,4,0,5,35,0,232
non-intervention--0060,46,4,4,3,6,3,3,5,2,1,3,1,8,1,4,6,0,2,29,0,203
non-intervention--0060,47,3,1,1,4,1,5,4,2,1,4,2,3,2,3,3,0,2,39,0,164
non-intervention--0060,48,3,1,1,4,1,2,5,0,1,1,2,4,1,3,5,1,0,33,0,131
non-intervention--0060,49,3,1,0,0,0,1,3,1,1,0,1,4,2,0,0,0,0,21,0,110
non-intervention--0060,50,2,2,0,2,0,4,2,0,0,1,0,0,3,0,0,0,0,16,0,94
non-intervention--0060,51,1,3,1,3,1,3,4,0,0,2,0,1,1,4,0,0,0,20,0,74
non-intervention--0060,52,0,0,0,2,1,1,2,1,0,0,1,1,0,0,0,0,2,19,0,55
non-intervention--0060,53,0,1,1,0,0,0,1,1,0,3,0,3,2,2,1,0,0,7,0,48
non-intervention--0060,54,1,0,0,2,0,1,0,0,0,0,0,1,1,1,0,0,1,10,0,38
non-intervention--0060,55,1,0,0,1,1,0,1,0,0,0,1,1,2,0,1,0,0,9,0,29
non-intervention--0060,56,0,2,0,0,0,1,2,0,0,0,0,0,1,1,1,0,0,10,0,19
non-intervention--0060,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,13
non-intervention--0060,58,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,0,9
non-intervention--0060,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8
non-intervention--0060,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3
non-intervention--0060,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
non-intervention--0060,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
non-intervention--0100,1,200,36,2,44,270,80,72,84,24,7,67,3,126,9,103,1073,170,224,0,9776
non-intervention--0100,2,172,56,3,61,315,105,96,79,37,17,67,3,160,13,141,1135,152,263,0,9513
non-intervention--0100,3,157,68,4,86,277,123,101,67,35,24,59,8,183,15,127,1022,156,245,0,9268
non-intervention--0100,4,140,62,6,99,325,117,88,72,31,29,49,10,199,26,131,915,148,203,0,9065
non-intervention--0100,5,147,68,15,121,284,133,110,66,30,32,50,17,198,23,109,703,142,284,0,8781
non-intervention--0100,6,143,55,7,123,288,115,93,66,34,47,38,15,172,36,118,634,133,237,0,8544
non-intervention--0100,7,151,75,7,112,269,114,98,71,35,33,59,21,170,44,119,534,130,256,0,8288
non-intervention--0100,8,130,72,13,122,256,113,110,63,25,51,64,15,166,43,127,452,129,291,0,7997
non-intervention--0100,9,132,66,11,148,280,104,109,64,41,40,47,9,147,45,109,369,127,271,0,7726
non-intervention--0100,10,123,74,13,157,210,104,103,45,45,66,64,20,129,56,116,277,126,258,0,7468
non-intervention--0100,11,143,75,11,152,220,113,117,41,36,69,43,25,147,40,100,234,100,254,0,7214
non-intervention--0100,12,159,64,8,152,234,107,107,54,33,55,53,24,119,60,91,246,120,271,0,6943
non-intervention--0100,13,143,68,18,153,183,118,112,52,27,73,46,27,156,61,85,165,136,282,0,6661
non-intervention--0100,14,104,72,14,176,196,102,97,49,34,70,40,29,129,51,103,141,129,284,0,6377
non-intervention--0100,15,115,80,15,157,156,98,97,43,31,65,39,27,117,58,79,131,82,319,0,6058
non-intervention--0100,16,117,79,10,126,137,88,82,53,21,66,30,42,101,54,70,96,107,288,0,5770
non-intervention--0100,17,116,58,16,135,143,99,88,41,42,61,40,35,89,67,78,79,89,283,0,5487
non-intervention--0100,18,124,66,6,149,129,87,85,38,28,65,28,30,83,55,77,70,89,305,0,5182
non-intervention--0100,19,98,56,11,146,117,93,75,47,36,72,24,25,87,62,83,62,78,302,0,4880
non-intervention--0100,20,85,70,13,119,105,78,76,34,32,48,29,36,72,41,46,63,101,272,0,4608
non-intervention--0100,21,94,51,10,124,115,88,72,43,18,53,26,37,69,63,61,54,75,290,0,4318
non-intervention--0100,22,95,54,11,107,82,78,80,29,25,65,30,37,67,49,81,47,67,315,0,4003
non-intervention--0100,23,75,54,9,105,74,73,76,40,19,50,25,32,48,46,57,18,64,300,0,3703
non-intervention--0100,24,69,55,11,102,59,53,66,38,21,61,20,32,52,46,53,26,51,260,0,3443
non-intervention--0100,25,56,46,8,112,57,59,50,23,17,61,17,32,49,43,45,20,54,262,0,3181
non-intervention--0100,26,55,34,9,75,51,51,67,27,14,41,15,40,63,40,42,20,52,262,0,2919
non-intervention--0100,27,60,35,15,65,54,48,56,27,10,34,13,33,37,42,32,17,44,262,0,2657
non-intervention--0100,28,50,26,8,72,70,38,45,26,11,41,15,14,33,34,33,11,36,211,0,2446
non-intervention--0100,29,35,27,7,72,32,26,46,21,14,37,9,26,35,40,39,9,32,206,0,2240
non-intervention--0100,30,57,29,6,45,34,45,39,27,4,32,19,36,35,38,37,3,28,227,0,2013
non-intervention--0100,31,39,22,5,53,37,32,50,15,7,34,13,20,33,39,23,3,28,184,0,1829
non-intervention--0100,32,45,28,5,51,29,25,45,11,7,31,13,18,27,26,27,5,26,192,0,1637
non-intervention--0100,33,22,29,2,39,24,25,37,8,9,16,9,19,15,21,27,9,24,144,0,1493
non-intervention--0100,34,21,27,6,49,26,18,20,15,6,26,13,21,20,23,16,4,18,174,0,1319
non-intervention--0100,35,28,21,8,41,19,14,28,15,5,19,2,17,20,22,15,2,14,162,0,1157
non-intervention--0100,36,29,16,3,30,13,16,15,7,8,14,8,13,15,23,13,0,11,136,0,1021
non-intervention--0100,37,20,21,3,38,9,11,18,4,4,17,7,13,19,16,17,4,17,128,0,893
non-intervention--0100,38,10,5,6,15,11,14,25,11,4,16,5,12,10,22,11,4,13,118,0,775
non-intervention--0100,39,14,11,1,25,4,9,18,5,6,14,7,16,9,26,19,0,7,91,0,684
non-intervention--0100,40,14,15,4,16,10,15,15,3,3,14,1,9,4,8,8,1,13,87,0,597
non-intervention--0100,41,11,7,1,16,7,13,11,7,2,9,3,9,15,5,4,1,9,88,0,509
non-intervention--0100,42,8,5,4,9,3,7,14,2,2,12,0,6,4,10,6,0,9,81,0,428
non-intervention--0100,43,7,4,1,7,4,7,12,3,3,9,2,10,3,9,3,1,1,65,0,363
non-intervention--0100,44,7,4,0,8,4,3,5,5,2,4,5,4,2,11,2,0,6,54,0,309
non-intervention--0100,45,7,8,0,3,2,4,8,0,2,2,2,10,2,7,6,1,1,38,0,271
non-intervention--0100,46,3,6,0,4,4,2,7,1,3,3,1,6,1,5,3,1,5,42,0,229
non-intervention--0100,47,3,3,0,12,0,1,2,1,1,2,1,3,5,3,1,0,4,44,0,185
non-intervention--0100,48,7,1,3,3,2,5,11,3,1,1,0,5,5,2,2,0,2,29,0,156
non-intervention--0100,49,2,0,1,5,1,3,1,0,1,3,3,2,2,2,2,0,3,30,0,126
non-intervention--0100,50,1,4,3,0,0,0,2,0,0,2,0,4,1,4,1,0,1,31,0,95
non-intervention--0100,51,1,3,0,2,1,1,2,0,0,1,0,2,0,1,1,0,2,12,0,83
non-intervention--0100,52,1,0,0,1,3,1,1,1,1,1,0,2,1,0,1,0,0,19,0,64
non-intervention--0100,53,1,0,0,1,5,2,0,0,0,0,0,0,0,1,1,0,0,13,0,51
non-intervention--0100,54,0,0,0,2,0,1,1,1,0,1,0,2,0,2,1,0,0,11,0,40
non-intervention--0100,55,1,1,1,2,0,0,0,0,0,1,0,2,0,1,1,0,0,10,0,30
non-intervention--0100,56,1,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,22
non-intervention--0100,57,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,21
non-intervention--0100,58,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,0,17
non-intervention--0100,59,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,12
non-intervention--0100,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8
non-intervention--0100,61,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,2
non-intervention--0100,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
non-intervention--0100,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
intervention--0080,1,159,46,8,44,280,73,66,95,29,6,68,4,116,11,109,1108,172,240,1,9760
intervention--0080,2,176,58,3,58,310,93,101,76,39,14,50,5,178,19,141,1144,164,229,1,9531
intervention--0080,3,165,63,13,80,362,126,113,70,30,24,70,10,180,16,139,1034,161,256,1,9275
intervention--0080,4,143,72,5,97,301,111,97,73,38,29,48,9,187,21,127,906,162,247,1,9028
intervention--0080,5,166,67,6,121,310,121,94,78,35,31,55,9,194,26,122,773,133,294,1,8734
intervention--0080,6,135,69,4,107,298,131,119,68,37,51,42,17,160,34,104,634,152,247,1,8487
intervention--0080,7,169,68,6,117,278,109,80,66,23,54,55,14,153,39,107,478,149,229,1,8258
intervention--0080,8,146,76,13,116,243,102,118,60,29,53,51,14,165,26,126,436,129,245,1,8013
intervention--0080,9,152,87,9,126,252,124,116,54,31,56,41,24,182,38,112,381,152,273,1,7740
intervention--0080,10,150,85,13,143,248,128,121,58,26,50,61,25,153,48,109,299,124,285,1,7455
intervention--0080,11,147,83,11,148,230,118,107,55,40,57,41,24,155,59,108,235,115,253,1,7202
intervention--0080,12,137,69,12,147,219,113,105,55,37,72,40,19,139,48,116,209,129,296,1,6906
intervention--0080,13,124,85,9,161,193,121,102,58,35,65,41,26,136,54,90,169,114,261,1,6645
intervention--0080,14,133,72,15,166,170,98,109,53,40,78,40,25,127,66,92,138,111,300,1,6345
intervention--0080,15,116,82,19,168,160,104,102,36,29,66,40,37,122,54,93,117,106,296,1,6049
intervention--0080,16,112,67,13,158,153,109,92,42,37,55,44,37,101,57,64,102,96,295,1,5754
intervention--0080,17,108,67,13,156,145,76,86,43,30,62,37,29,100,58,82,93,81,288,1,5466
intervention--0080,18,102,61,9,128,134,77,95,30,17,76,29,34,94,63,78,64,92,311,1,5155
intervention--0080,19,93,73,8,149,108,87,103,38,23,53,35,25,84,69,75,65,100,326,1,4829
intervention--0080,20,111,69,10,127,100,80,86,41,30,54,29,37,82,59,64,49,80,283,1,4546
intervention--0080,21,92,62,12,123,105,89,77,47,31,66,25,29,60,65,59,44,77,289,1,4257
intervention--0080,22,78,43,16,127,81,73,80,30,31,58,26,28,74,47,55,34,74,286,1,3971
intervention--0080,23,76,48,5,106,83,72,75,27,27,59,29,30,48,59,54,25,56,274,1,3697
intervention--0080,24,89,57,17,99,54,54,62,35,20,50,14,44,43,52,41,20,63,275,1,3422
intervention--0080,25,59,28,10,92,62,53,58,21,18,65,13,32,50,43,43,24,51,289,1,3133
intervention--0080,26,66,42,9,81,57,47,67,23,11,48,17,33,40,42,36,14,53,276,1,2857
intervention--0080,27,61,40,14,73,49,40,57,21,11,34,22,33,40,46,38,18,36,238,1,2619
intervention--0080,28,54,40,14,65,56,35,46,17,11,39,9,24,41,45,29,13,34,221,1,2398
intervention--0080,29,52,29,8,52,35,34,44,8,4,38,18,31,26,37,33,11,33,234,1,2164
intervention--0080,30,38,38,8,60,28,35,58,13,12,27,16,21,31,33,30,10,36,209,1,1955
intervention--0080,31,34,20,5,64,34,21,49,11,6,37,17,15,30,35,26,8,22,180,1,1775
intervention--0080,32,34,26,9,48,24,20,38,13,7,20,16,27,20,29,22,6,34,164,1,1611
intervention--0080,33,29,20,7,46,23,22,27,14,6,29,8,30,22,33,23,4,19,180,1,1431
intervention--0080,34,23,19,9,31,20,18,28,6,9,25,6,16,17,15,18,8,13,173,1,1258
intervention--0080,35,24,16,6,30,6,16,26,10,6,20,11,20,24,22,9,3,19,164,1,1094
intervention--0080,36,19,15,2,24,15,16,32,11,5,13,3,17,15,24,11,3,14,123,1,971
intervention--0080,37,17,10,4,21,9,12,18,7,6,12,4,7,12,18,16,3,20,122,1,849
intervention--0080,38,19,6,6,19,7,17,19,9,2,22,4,11,14,23,8,1,17,128,1,721
intervention--0080,39,9,6,2,17,8,13,16,8,2,7,1,12,6,14,4,3,7,95,1,626
intervention--0080,40,14,8,1,9,6,6,17,8,5,12,2,4,6,10,2,1,13,110,1,516
intervention--0080,41,12,4,4,4,3,3,12,4,0,8,3,8,7,15,9,0,4,76,1,440
intervention--0080,42,9,5,0,8,9,5,6,4,2,9,3,5,7,4,5,1,2,73,1,367
intervention--0080,43,12,6,2,11,5,2,8,1,0,2,5,3,2,13,7,2,5,58,1,309
