group,amputation,angina,blindness,chf,death,dialysis,egfr_30,egfr_60,hypoglycemia_any,hypoglycemia_medical,intervention,laser_retina,macroalbuminuria,mi,microalbuminuria,neurop,person_years,revasc,stroke,ulcer
intervention--0021,354,1249,2967,1796,10000,959,1640,3400,2114,3850,1,3275,3847,1547,5212,8724,201930,2743,860,3012
intervention--0022,360,1247,2846,1768,10000,944,1610,3397,1986,3778,1,3236,3828,1616,5237,8721,199632,2819,870,3012
intervention--0023,369,1223,2887,1693,10000,901,1589,3426,1952,3636,1,3170,3728,1626,5174,8704,198257,2669,912,2888
intervention--0024,349,1193,2826,1681,10000,941,1577,3395,1994,3760,1,3077,3753,1527,5226,8678,199273,2617,871,2923
intervention--0025,372,1191,2900,1737,10000,986,1573,3404,2051,3788,1,3202,3803,1528,5195,8708,200745,2607,846,2997
intervention--0026,377,1237,2907,1799,10000,939,1609,3422,2079,3848,1,3149,3867,1540,5256,8677,198640,2804,914,2904
intervention--0027,357,1250,2803,1779,10000,934,1617,3408,2050,3749,1,3267,3796,1628,5190,8681,199868,2820,937,2917
intervention--0028,402,1201,2944,1756,10000,991,1581,3419,1994,3698,1,3096,3801,1583,5204,8733,200549,2756,898,2876
intervention--0029,347,1208,2906,1779,10000,942,1677,3484,2026,3716,1,3169,3854,1565,5184,8762,197360,2769,884,2816
intervention--0030,363,1211,2797,1740,10000,964,1622,3393,2015,3854,1,3235,3872,1541,5246,8643,199669,2764,938,2987
intervention--0031,354,1218,2857,1779,10000,1001,1672,3425,2014,3748,1,3194,3803,1558,5244,8729,199309,2770,919,2989
intervention--0032,341,1234,2860,1783,10000,958,1593,3430,1926,3728,1,3130,3795,1535,5273,8668,198921,2588,911,2812
intervention--0033,379,1264,2846,1789,10000,902,1612,3452,1980,3742,1,3173,3809,1605,5230,8759,199528,2779,891,2916
intervention--0034,339,1214,2885,1765,10000,904,1585,3395,1971,3569,1,3140,3751,1560,5220,8715,197735,2709,885,2804
intervention--0035,374,1291,2750,1795,10000,940,1635,3318,1948,3737,1,3264,3846,1553,5209,8653,199101,2692,920,2825
intervention--0036,370,1279,2823,1792,10000,908,1629,3389,1954,3675,1,3221,3748,1580,5228,8667,199957,2727,938,2915
intervention--0037,366,1255,2882,1783,10000,983,1651,3426,2131,3805,1,3203,3875,1592,5306,8680,199133,2727,873,2950
intervention--0038,381,1224,2822,1701,10000,937,1640,3410,1995,3657,1,3199,3802,1501,5237,8635,199859,2769,883,2855
intervention--0039,337,1188,2775,1675,10000,926,1549,3341,1989,3729,1,3213,3736,1594,5168,8619,197615,2717,917,2806
intervention--0040,376,1250,2915,1759,10000,898,1628,3487,1964,3743,1,3233,3834,1522,5244,8741,199984,2724,917,2855
intervention--0041,364,1229,2821,1786,10000,979,1583,3378,2039,3868,1,3228,3803,1621,5289,8730,199918,2693,934,2968
intervention--0042,374,1225,2887,1697,10000,921,1605,3396,2015,3666,1,3215,3806,1437,5290,8616,198909,2730,887,2947
intervention--0043,396,1228,2791,1777,10000,986,1597,3352,1940,3720,1,3218,3790,1530,5289,8701,200070,2794,824,2927
intervention--0044,355,1250,2893,1763,10000,952,1545,3348,1953,3675,1,3270,3771,1570,5297,8654,200396,2681,984,2876
intervention--0045,359,1280,2964,1753,10000,952,1576,3429,1989,3783,1,3215,3843,1629,5216,8775,201340,2704,909,2926
intervention--0046,374,1248,2900,1776,10000,905,1613,3454,2048,3681,1,3181,3760,1550,5247,8690,198538,2777,926,2924
intervention--0047,358,1153,2943,1735,10000,964,1629,3426,1975,3652,1,3158,3753,1538,5281,8667,198521,2671,897,2909
intervention--0048,396,1227,2863,1748,10000,973,1670,3402,1975,3667,1,3201,3742,1572,5298,8700,199681,2683,883,2911
intervention--0049,364,1229,2821,1786,10000,979,1583,3378,2039,3868,1,3228,3803,1621,5289,8730,199918,2693,934,2968
intervention--0050,358,1259,2816,1771,10000,1004,1577,3355,2108,3742,1,3228,3832,1524,5266,8693,200880,2806,942,3009
intervention--0051,361,1223,2864,1800,10000,935,1662,3476,2078,3722,1,3222,3787,1596,5207,8657,199136,2802,898,3033
intervention--0052,365,1250,2949,1755,10000,916,1589,3332,2025,3725,1,3235,3737,1546,5236,8722,200231,2727,845,2924
intervention--0053,397,1185,2872,1723,10000,979,1611,3433,1989,3905,1,3241,3845,1539,5213,8750,202226,2686,951,3003
intervention--0054,388,1275,2889,1791,10000,955,1580,3339,2071,3761,1,3172,3828,1618,5256,8674,199438,2807,830,2876
intervention--0055,367,1143,2908,1754,10000,909,1654,3403,2024,3777,1,3242,3863,1486,5273,8734,199159,2726,866,2940
intervention--0056,371,1209,2922,1740,10000,927,1567,3391,2059,3701,1,3168,3784,1578,5188,8696,197498,2744,902,2869
intervention--0057,378,1204,2846,1790,10000,958,1610,3436,2043,3725,1,3222,3809,1491,5252,8657,199659,2661,856,2857
intervention--0058,372,1213,2791,1803,10000,900,1638,3465,2056,3802,1,3149,3810,1598,5268,8747,198233,2765,864,2823
intervention--0059,365,1246,2873,1776,10000,903,1628,3457,2044,3744,1,3212,3799,1517,5270,8665,201343,2817,914,2881
intervention--0060,387,1188,2829,1743,10000,942,1533,3405,1942,3703,1,3151,3816,1521,5285,8653,198066,2571,933,2842
intervention--0061,375,1225,2842,1794,10000,908,1605,3437,2010,3752,1,3302,3823,1602,5224,8659,199405,2717,874,2976
intervention--0062,382,1195,2868,1745,10000,928,1627,3413,2019,3692,1,3241,3833,1601,5292,8714,200496,2743,911,2958
intervention--0063,361,1260,2847,1719,10000,962,1610,3383,1942,3675,1,3208,3811,1644,5318,8679,200598,2799,889,2969
intervention--0064,356,1231,2868,1767,10000,934,1631,3442,1986,3958,1,3286,3812,1627,5211,8682,199394,2652,936,2904
intervention--0065,367,1186,2896,1791,10000,937,1570,3410,2039,3626,1,3274,3798,1645,5279,8729,199392,2777,914,2876
intervention--0066,367,1237,2822,1744,10000,922,1631,3404,1978,3709,1,3117,3696,1518,5244,8692,198025,2840,915,2862
intervention--0067,360,1245,2863,1736,10000,931,1602,3358,1987,3844,1,3203,3779,1569,5180,8690,198250,2805,928,2865
intervention--0068,383,1182,2841,1826,10000,928,1629,3409,2050,3797,1,3167,3869,1545,5316,8687,199993,2655,887,2960
intervention--0069,383,1258,2934,1807,10000,948,1600,3430,1933,3656,1,3173,3833,1577,5331,8716,199174,2835,869,2941
intervention--0070,359,1232,2806,1719,10000,875,1587,3381,1964,3783,1,3143,3843,1587,5237,8753,199310,2728,919,2908
intervention--0071,353,1217,2926,1740,10000,909,1617,3374,1930,3665,1,3148,3746,1560,5222,8664,196750,2760,921,2802
intervention--0072,378,1276,2931,1805,10000,1022,1647,3497,2036,3745,1,3220,3927,1627,5260,8708,199931,2745,912,3005
intervention--0073,381,1190,2917,1737,10000,941,1586,3398,1940,3747,1,3192,3824,1538,5231,8715,199706,2725,884,2756
intervention--0074,359,1211,2864,1699,10000,957,1621,3489,1990,3775,1,3264,3764,1521,5205,8747,202293,2774,900,2899
intervention--0075,348,1247,2827,1788,10000,923,1584,3421,2081,3731,1,3241,3793,1557,5295,8712,198986,2674,869,2812
intervention--0076,338,1157,2762,1732,10000,960,1555,3338,1949,3689,1,3228,3701,1574,5174,8693,196675,2657,889,2861
intervention--0077,371,1203,2870,1771,10000,947,1608,3408,2017,3859,1,3227,3878,1630,5277,8753,201062,2708,885,2998
intervention--0078,350,1240,2857,1789,10000,930,1629,3395,2020,3820,1,3227,3826,1526,5301,8709,201702,2750,954,2872
intervention--0079,386,1190,2896,1734,10000,923,1566,3338,1907,3693,1,3202,3748,1618,5176,8643,196541,2670,858,2894
intervention--0080,373,1200,2824,1734,10000,927,1621,3461,2027,3698,1,3236,3753,1502,5284,8692,198970,2655,876,2966
intervention--0081,357,1191,2885,1765,10000,964,1622,3422,2071,3839,1,3189,3827,1544,5261,8686,200088,2726,915,2879
intervention--0082,392,1241,2933,1734,10000,930,1592,3442,1980,3796,1,3286,3833,1565,5268,8677,202360,2690,959,2849
intervention--0083,369,1161,2900,1735,10000,968,1636,3481,1982,3805,1,3149,3877,1545,5204,8769,200994,2753,929,2961
intervention--0084,371,1295,2868,1808,10000,955,1585,3462,2011,3783,1,3283,3827,1601,5207,8734,201968,2766,923,2986
intervention--0085,347,1169,2852,1682,10000,939,1582,3295,1977,3540,1,3188,3778,1531,5150,8656,198283,2604,913,2832
intervention--0086,386,1198,2825,1735,10000,932,1562,3349,1963,3782,1,3096,3758,1599,5234,8715,198661,2758,854,2961
intervention--0087,374,1207,2907,1761,10000,915,1585,3366,2051,3676,1,3191,3781,1657,5225,8663,200251,2725,909,2955
intervention--0088,354,1233,2906,1812,10000,956,1608,3418,2035,3718,1,3160,3957,1575,5337,8674,200661,2815,922,3003
intervention--0089,394,1290,2888,1741,10000,915,1647,3491,2059,3758,1,3233,3877,1560,5203,8700,199884,2761,876,2955
intervention--0090,380,1340,2878,1787,10000,927,1586,3384,1995,3774,1,3230,3860,1575,5284,8683,199360,2817,829,2990
intervention--0091,359,1167,2826,1759,10000,916,1657,3437,1971,3658,1,3174,3799,1561,5259,8659,197517,2628,870,2940
intervention--0092,347,1223,2909,1799,10000,926,1651,3399,1968,3742,1,3210,3784,1465,5279,8690,200821,2607,922,2913
intervention--0093,358,1203,2874,1693,10000,932,1567,3359,2027,3675,1,3247,3813,1580,5198,8711,199865,2624,913,2865
intervention--0094,380,1201,2778,1798,10000,968,1603,3355,1992,3761,1,3166,3870,1537,5239,8721,199797,2719,904,3015
intervention--0095,376,1230,2847,1706,10000,966,1595,3340,2015,3778,1,3199,3816,1550,5274,8717,197482,2823,909,2881
intervention--0096,366,1271,2798,1763,10000,884,1603,3386,1947,3717,1,3202,3833,1500,5247,8634,198914,2663,857,2804
intervention--0097,395,1258,2848,1703,10000,912,1529,3403,1972,3673,1,3186,3856,1475,5128,8671,199292,2597,959,2873
intervention--0098,372,1163,2881,1762,10000,883,1516,3389,2039,3690,1,3169,3754,1519,5208,8620,198396,2619,910,2878
intervention--0099,409,1233,2819,1783,10000,951,1562,3420,2087,3751,1,3184,3810,1530,5204,8709,200226,2781,905,2856
intervention--0100,356,1220,2880,1717,10000,967,1589,3451,1974,3649,1,3162,3849,1549,5240,8662,200956,2703,887,2865
non-intervention--0001,375,1234,2923,1741,10000,951,1616,3443,2069,3727,0,3193,3810,1540,5257,8725,200722,2571,914,2925
non-intervention--0002,355,1228,2833,1740,10000,923,1629,3414,2012,3703,0,3034,3731,1534,5245,8677,198143,2638,860,2833
non-intervention--0003,358,1219,2897,1726,10000,954,1606,3374,2031,3752,0,3210,3778,1583,5249,8739,201327,2699,856,2897
non-intervention--0004,351,1210,2836,1757,10000,995,1581,3441,1947,3753,0,3225,3826,1601,5244,8736,201404,2758,902,2963
non-intervention--0005,365,1255,2929,1822,10000,892,1647,3397,2065,3736,0,3133,3805,1582,5289,8723,199743,2804,861,2953
non-intervention--0006,372,1250,2802,1751,10000,903,1667,3408,1891,3715,0,3173,3805,1537,5282,8693,200069,2678,874,2957
non-intervention--0007,374,1233,2919,1673,10000,922,1666,3381,2046,3835,0,3183,3810,1595,5262,8728,201165,2735,938,3034
non-intervention--0008,353,1183,2902,1760,10000,924,1564,3451,1938,3762,0,3202,3722,1544,5236,8683,198961,2646,939,2959
non-intervention--0009,371,1200,2859,1694,10000,944,1594,3500,2026,3546,0,3180,3782,1556,5279,8693,199960,2665,884,3009
non-intervention--0010,380,1246,2828,1758,10000,940,1562,3321,1980,3725,0,3145,3709,1567,5132,8649,196139,2654,867,2760
non-intervention--0011,354,1175,2842,1754,10000,898,1557,3385,1984,3738,0,3073,3782,1562,5252,8659,198616,2747,924,2881
non-intervention--0012,361,1207,2882,1803,10000,960,1607,3493,2047,3749,0,3175,3844,1717,5292,8700,198784,2790,923,3022
non-intervention--0013,361,1193,2887,1757,10000,884,1630,3401,1965,3826,0,3182,3827,1608,5298,8698,200724,2710,872,2869
non-intervention--0014,350,1202,2785,1793,10000,952,1600,3483,2062,3686,0,3209,3803,1619,5243,8728,199056,2767,841,2932
non-intervention--0015,342,1225,2874,1679,10000,953,1599,3370,1914,3694,0,3163,3790,1446,5309,8654,199951,2665,938,2919
non-intervention--0016,380,1172,2836,1720,10000,930,1557,3358,1996,3648,0,3200,3790,1600,5182,8610,196455,2696,903,2915
non-intervention--0017,349,1261,2853,1744,10000,973,1576,3360,2035,3670,0,3180,3810,1601,5296,8718,201535,2722,948,2953
non-intervention--0018,400,1210,2853,1684,10000,951,1615,3451,2019,3696,0,3249,3805,1538,5274,8736,200418,2829,925,2857
non-intervention--0019,374,1184,2830,1712,10000,927,1642,3396,2038,3722,0,3198,3752,1578,5235,8684,197862,2779,832,2945
non-intervention--0020,355,1235,2895,1805,10000,974,1574,3380,2038,3809,0,3192,3811,1575,5246,8712,199556,2812,953,2931
non-intervention--0021,354,1249,2967,1796,10000,959,1640,3400,2114,3850,0,3275,3847,1547,5212,8724,201930,2743,860,3012
non-intervention--0022,360,1247,2846,1768,10000,944,1610,3397,1986,3778,0,3236,3828,1616,5237,8721,199632,2819,870,3012
non-intervention--0023,369,1223,2887,1693,10000,901,1589,3426,1952,3636,0,3170,3728,1626,5174,8704,198257,2669,912,2888
non-intervention--0024,349,1193,2826,1681,10000,941,1577,3395,1994,3760,0,3077,3753,1527,5226,8678,199273,2617,871,2923
non-intervention--0025,372,1191,2900,1737,10000,986,1573,3404,2051,3788,0,3202,3803,1528,5195,8708,200745,2607,846,2997
non-intervention--0026,377,1237,2907,1799,10000,939,1609,3422,2079,3848,0,3149,3867,1540,5256,8677,198640,2804,914,2904
non-intervention--0027,357,1250,2803,1779,10000,934,1617,3408,2050,3749,0,3267,3796,1628,5190,8681,199868,2820,937,2917
non-intervention--0028,402,1201,2944,1756,10000,991,1581,3419,1994,3698,0,3096,3801,1583,5204,8733,200549,2756,898,2876
non-intervention--0029,347,1208,2906,1779,10000,942,1677,3484,2026,3716,0,3169,3854,1565,5184,8762,197360,2769,884,2816
non-intervention--0030,363,1211,2797,1740,10000,964,1622,3393,2015,3854,0,3235,3872,1541,5246,8643,199669,2764,938,2987
non-intervention--0031,354,1218,2857,1779,10000,1001,1672,3425,2014,3748,0,3194,3803,1558,5244,8729,199309,2770,919,2989
non-intervention--0032,341,1234,2860,1783,10000,958,1593,3430,1926,3728,0,3130,3795,1535,5273,8668,198921,2588,911,2812
non-intervention--0033,379,1264,2846,1789,10000,902,1612,3452,1980,3742,0,3173,3809,1605,5230,8759,199528,2779,891,2916
non-intervention--0034,339,1214,2885,1765,10000,904,1585,3395,1971,3569,0,3140,3751,1560,5220,8715,197735,2709,885,2804
non-intervention--0035,374,1291,2750,1795,10000,940,1635,3318,1948,3737,0,3264,3846,1553,5209,8653,199101,2692,920,2825
non-intervention--0036,370,1279,2823,1792,10000,908,1629,3389,1954,3675,0,3221,3748,1580,5228,8667,199957,2727,938,2915
non-intervention--0037,366,1255,2882,1783,10000,983,1651,3426,2131,3805,0,3203,3875,1592,5306,8680,199133,2727,873,2950
non-intervention--0038,381,1224,2822,1701,10000,937,1640,3410,1995,3657,0,3199,3802,1501,5237,8635,199859,2769,883,2855
non-intervention--0039,337,1188,2775,1675,10000,926,1549,3341,1989,3729,0,3213,3736,1594,5168,8619,197615,2717,917,2806
non-intervention--0040,376,1250,2915,1759,10000,898,1628,3487,1964,3743,0,3233,3834,1522,5244,8741,199984,2724,917,2855
non-intervention--0041,364,1229,2821,1786,10000,979,1583,3378,2039,3868,0,3228,3803,1621,5289,8730,199918,2693,934,2968
non-intervention--0042,374,1225,2887,1697,10000,921,1605,3396,2015,3666,0,3215,3806,1437,5290,8616,198909,2730,887,2947
non-intervention--0043,396,1228,2791,1777,10000,986,1597,3352,1940,3720,0,3218,3790,1530,5289,8701,200070,2794,824,2927
non-intervention--0044,355,1250,2893,1763,10000,952,1545,3348,1953,3675,0,3270,3771,1570,5297,8654,200396,2681,984,2876
non-intervention--0045,359,1280,2964,1753,10000,952,1576,3429,1989,3783,0,3215,3843,1629,5216,8775,201340,2704,909,2926
non-intervention--0046,374,1248,2900,1776,10000,905,1613,3454,2048,3681,0,3181,3760,1550,5247,8690,198538,2777,926,2924
non-intervention--0047,358,1153,2943,1735,10000,964,1629,3426,1975,3652,0,3158,3753,1538,5281,8667,198521,2671,897,2909
non-intervention--0048,396,1227,2863,1748,10000,973,1670,3402,1975,3667,0,3201,3742,1572,5298,8700,199681,2683,883,2911
non-intervention--0049,364,1229,2821,1786,10000,979,1583,3378,2039,3868,0,3228,3803,1621,5289,8730,199918,2693,934,2968
non-intervention--0050,358,1259,2816,1771,10000,1004,1577,3355,2108,3742,0,3228,3832,1524,5266,8693,200880,2806,942,3009
non-intervention--0051,361,1223,2864,1800,10000,935,1662,3476,2078,3722,0,3222,3787,1596,5207,8657,199136,2802,898,3033
non-intervention--0052,365,1250,2949,1755,10000,916,1589,3332,2025,3725,0,3235,3737,1546,5236,8722,200231,2727,845,2924
non-intervention--0053,397,1185,2872,1723,10000,979,1611,3433,1989,3905,0,3241,3845,1539,5213,8750,202226,2686,951,3003
non-intervention--0054,388,1275,2889,1791,10000,955,1580,3339,2071,3761,0,3172,3828,1618,5256,8674,199438,2807,830,2876
non-intervention--0055,367,1143,2908,1754,10000,909,1654,3403,2024,3777,0,3242,3863,1486,5273,8734,199159,2726,866,2940
non-intervention--0056,371,1209,2922,1740,10000,927,1567,3391,2059,3701,0,3168,3784,1578,5188,8696,197498,2744,902,2869
non-intervention--0057,378,1204,2846,1790,10000,958,1610,3436,2043,3725,0,3222,3809,1491,5252,8657,199659,2661,856,2857
non-intervention--0058,372,1213,2791,1803,10000,900,1638,3465,2056,3802,0,3149,3810,1598,5268,8747,198233,2765,864,2823
non-intervention--0059,365,1246,2873,1776,10000,903,1628,3457,2044,3744,0,3212,3799,1517,5270,8665,201343,2817,914,2881
non-intervention--0060,387,1188,2829,1743,10000,942,1533,3405,1942,3703,0,3151,3816,1521,5285,8653,198066,2571,933,2842
non-intervention--0061,375,1225,2842,1794,10000,908,1605,3437,2010,3752,0,3302,3823,1602,5224,8659,199405,2717,874,2976
non-intervention--0062,382,1195,2868,1745,10000,928,1627,3413,2019,3692,0,3241,3833,1601,5292,8714,200496,2743,911,2958
non-intervention--0063,361,1260,2847,1719,10000,962,1610,3383,1942,3675,0,3208,3811,1644,5318,8679,200598,2799,889,2969
non-intervention--0064,356,1231,2868,1767,10000,934,1631,3442,1986,3958,0,3286,3812,1627,5211,8682,199394,2652,936,2904
non-intervention--0065,367,1186,2896,1791,10000,937,1570,3410,2039,3626,0,3274,3798,1645,5279,8729,199392,2777,914,2876
non-intervention--0066,367,1237,2822,1744,10000,922,1631,3404,1978,3709,0,3117,3696,1518,5244,8692,198025,2840,915,2862
non-intervention--0067,360,1245,2863,1736,10000,931,1602,3358,1987,3844,0,3203,3779,1569,5180,8690,198250,2805,928,2865
non-intervention--0068,383,1182,2841,1826,10000,928,1629,3409,2050,3797,0,3167,3869,1545,5316,8687,199993,2655,887,2960
non-intervention--0069,383,1258,2934,1807,10000,948,1600,3430,1933,3656,0,3173,3833,1577,5331,8716,199174,2835,869,2941
non-intervention--0070,359,1232,2806,1719,10000,875,1587,3381,1964,3783,0,3143,3843,1587,5237,8753,199310,2728,919,2908
non-intervention--0071,353,1217,2926,1740,10000,909,1617,3374,1930,3665,0,3148,3746,1560,5222,8664,196750,2760,921,2802
non-intervention--0072,378,1276,2931,1805,10000,1022,1647,3497,2036,3745,0,3220,3927,1627,5260,8708,199931,2745,912,3005
non-intervention--0073,381,1190,2917,1737,10000,941,1586,3398,1940,3747,0,3192,3824,1538,5231,8715,199706,2725,884,2756
non-intervention--0074,359,1211,2864,1699,10000,957,1621,3489,1990,3775,0,3264,3764,1521,5205,8747,202293,2774,900,2899
non-intervention--0075,348,1247,2827,1788,10000,923,1584,3421,2081,3731,0,3241,3793,1557,5295,8712,198986,2674,869,2812
non-intervention--0076,338,1157,2762,1732,10000,960,1555,3338,1949,3689,0,3228,3701,1574,5174,8693,196675,2657,889,2861
non-intervention--0077,371,1203,2870,1771,10000,947,1608,3408,2017,3859,0,3227,3878,1630,5277,8753,201062,2708,885,2998
non-intervention--0078,350,1240,2857,1789,10000,930,1629,3395,2020,3820,0,3227,3826,1526,5301,8709,201702,2750,954,2872
non-intervention--0079,386,1190,2896,1734,10000,923,1566,3338,1907,3693,0,3202,3748,1618,5176,8643,196541,2670,858,2894
non-intervention--0080,373,1200,2824,1734,10000,927,1621,3461,2027,3698,0,3236,3753,1502,5284,8692,198970,2655,876,2966
non-intervention--0081,357,1191,2885,1765,10000,964,1622,3422,2071,3839,0,3189,3827,1544,5261,8686,200088,2726,915,2879
non-intervention--0082,392,1241,2933,1734,10000,930,1592,3442,1980,3796,0,3286,3833,1565,5268,8677,202360,2690,959,2849
non-intervention--0083,369,1161,2900,1735,10000,968,1636,3481,1982,3805,0,3149,3877,1545,5204,8769,200994,2753,929,2961
non-intervention--0084,371,1295,2868,1808,10000,955,1585,3462,2011,3783,0,3283,3827,1601,5207,8734,201968,2766,923,2986
non-intervention--0085,347,1169,2852,1682,10000,939,1582,3295,1977,3540,0,3188,3778,1531,5150,8656,198283,2604,913,2832
non-intervention--0086,386,1198,2825,1735,10000,932,1562,3349,1963,3782,0,3096,3758,1599,5234,8715,198661,2758,854,2961
non-intervention--0087,374,1207,2907,1761,10000,915,1585,3366,2051,3676,0,3191,3781,1657,5225,8663,200251,2725,909,2955
non-intervention--0088,354,1233,2906,1812,10000,956,1608,3418,2035,3718,0,3160,3957,1575,5337,8674,200661,2815,922,3003
non-intervention--0089,394,1290,2888,1741,10000,915,1647,3491,2059,3758,0,3233,3877,1560,5203,8700,199884,2761,876,2955
non-intervention--0090,380,1340,2878,1787,10000,927,1586,3384,1995,3774,0,3230,3860,1575,5284,8683,199360,2817,829,2990
non-intervention--0091,359,1167,2826,1759,10000,916,1657,3437,1971,3658,0,3174,3799,1561,5259,8659,197517,2628,870,2940
non-intervention--0092,347,1223,2909,1799,10000,926,1651,3399,1968,3742,0,3210,3784,1465,5279,8690,200821,2607,922,2913
non-intervention--0093,358,1203,2874,1693,10000,932,1567,3359,2027,3675,0,3247,3813,1580,5198,8711,199865,2624,913,2865
non-intervention--0094,380,1201,2778,1798,10000,968,1603,3355,1992,3761,0,3166,3870,1537,5239,8721,199797,2719,904,3015
non-intervention--0095,376,1230,2847,1706,10000,966,1595,3340,2015,3778,0,3199,3816,1550,5274,8717,197482,2823,909,2881
non-intervention--0096,366,1271,2798,1763,10000,884,1603,3386,1947,3717,0,3202,3833,1500,5247,8634,198914,2663,857,2804
non-intervention--0097,395,1258,2848,1703,10000,912,1529,3403,1972,3673,0,3186,3856,1475,5128,8671,199292,2597,959,2873
non-intervention--0098,372,1163,2881,1762,10000,883,1516,3389,2039,3690,0,3169,3754,1519,5208,8620,198396,2619,910,2878
non-intervention--0099,409,1233,2819,1783,10000,951,1562,3420,2087,3751,0,3184,3810,1530,5204,8709,200226,2781,905,2856
non-intervention--0100,356,1220,2880,1717,10000,967,1589,3451,1974,3649,0,3162,3849,1549,5240,8662,200956,2703,887,2865
